subject	body	cluster_id
Final Benefits Memo	In order for UBS Warburg to timely process your paycheck, I am requesting that all employee's accepting offers return any outstanding forms to my new desk location at 05852 on the 5th floor of ECS (Look for the Hamburg Flag) by noon this Friday 2/01/02. This will prevent any benefit deductions from having to be "Double Deducted" on future checks. Please attach a deposit slip or voided check stub to your direct deposit form. Attached below are the forms needed for payroll/benefits, in case you did not turn these in at Orientation. Lastly, please verify that your EHRonline home address is showing your current home address because all live checks will be mailed to your home residence.	1
**IMPORTANT** Stack Manager Users	We are in the process of confirming that all traders are set up correctly and ready to trade when the system goes live. We need to make sure that your Stack Managers are accessing the correct database. In order to do this, we need to know how you access Stack Manager: 1) Through Terminal Server (the one that opens up a desktop within a desktop and it actually appears that you have two Start buttons). or 2) By opening the Stack Manager directly from your "native" desktop. Please reply to this message with either a corresponding "1" or a "2" in the subject field. If you're not sure which one you have, please contact myself x39673, Teresa Mandola x39807 or Jennifer McQuade x53614 and we'll come by your desk to help you.	0
Commodity Fundamentals Website	The Commodity Fundamentals website is back in service. Please use the link provided below to access the website: http://fundamentals.netco.enron.com/main.asp Thank you,	0
FW: 401K Requests & Information	Just in case you all are getting bombarded with Enron 401K questions. Employees can request forms, withdrawals etc. through the Hewitt Website. They also have an on-line manual for Enron's Savings plans available. Heres the link: http://resources.hewitt.com/enron/	2
FW: On Line Access to View Your Account.	Sandra, Here is the telephone number to the place that Ken Logsdon works. The guy listed at the bottom works for Ken.	0
You may lose your layouts for CQG....	A new version of CQG has been deployed to all current CQG users. When you log out and log back in you may not initially see your saved layouts. If this occurs, please follow the below instructions to retrieve your layouts. If you need assistance please contact the resolution center at x31411 and your floor support technician will be able to assist. Thank You. Restoring user layouts after upgrades to 275. once you are logged into CQG goto SYSTEM goto Auto Backup user setups goto Restore from Archive tab select most recent date prior to current day...... "its format is yyyymmddnn.zip hit RESTORE NOW button hit OK	0
PG&E BANKRUPTCY CASE-- IMPORTANT	As you may be aware, Enron Corp. is a member of the Official Unsecured Creditors' Committee appointed in the Pacific Gas and Electric Company bankruptcy case. Michael Tribolet with the Risk Assessment and Control Group is Enron's designated representative on the committee and he is being assisted by Lisa Mellencamp in the Enron North America Corp. legal group. Please be advised that they will be restricted from disclosing certain of the information that they receive. Attached are Ethical Wall Procedures regarding confidential information that Enron may receive as a member of the committee. It is important that you read the procedures promptly, print the Employee Certification attached and sign and return the Employee Certification to the Compliance Department as directed.	2
EOL Average Deal Count by Trader and Product as of 6-07-01	The following file contains a graphical view of the North American Gas average deal count by Trader and Product for EOL. This information is for comparative analysis only. Do not update links when opening this file. If you have any questions regarding this breakout, please let me know .	0
TRV Notification: (East P/L Totals - 10/29/2001)	The report named: East P/L Totals <http://trv.corp.enron.com/linkFromExcel.asp?report_cd=1&report_name=East+P/L+Totals&category_cd=1&category_name=EAST&toc_hide=1&sTV1=1&TV1Exp=Y&current_efct_date=10/29/2001>, published as of 10/29/2001 is now available for viewing on the website.	0
Reminder:Interivews Thursday Trading Track	All A reminder that you are scheduled to interview for the Trading Track Thursday, November 1st, from 2.00 pm onwards. Resumes and schedules will be forwarded to you shortly.	1
Concerned Counter parties	Louise, Sempra Energy has called and asked to "cover' outstanding positions with Enron. They have done some deals with me this morning via EOL, as well as a "sleeve" with EPNG in order to minimize their exposure with us. Indications were that they have longer dated power and other gas positions that they want to minimize as well, I advised them to call the respected traders first, as apposed to calling voice brokers, to see what they can facilitate.	0
BCP Seat Assignments	All: Attached you will find a list that reflects your seat assignments for Business Continuity Planning (BCP). These seats are located on the 30th and 31st Floors of Enron Center North (ECN). As previously communicated, you will report to these designated seats in the event of an outage in ECS. The exception to this is as follows: If your seat assignment is located on the 31st Floor, you will report to your original location that you occupied prior to your move into ECS. This will hold true until the Monday after Thanksgiving, as we will have the 31st floor seats set up at that time. Testing: Once you have moved to ECS, if you would like to test your BCP location, you will be able to test your seat for functionality every Thursday from 3-6pm. Testing is not required, but is highly recommended. If anyone has any questions or concerns about these procedures, please feel free to contact me at any time.	1
Trading Track offers	All, The below is the confirmed list of those who will be extended offers to join the ENA Trading Track. Thanks for your particpation in this recruiting event. Rgds, Karen. External: (4) Fred Baloutch Jeffrey Zaun Eric Moncada Gabriel Weinart Internal: (14) Brent Dornier Carrie Larkworthy Gary Linhart Geroge Huan Giron Gustavo Jason Huang* Jason Jennaro Jozef Lieskovsky Leonidas Saavas* Mason Hamlin Peter Bennett Rahul Seksaria Scott Freeman* Steve Pan *additional offers	0
SEC Information/Earnings Restatement	Today we released additional information about our related party and off-balance sheet transactions. We have made this information available both on our website and in a Form 8-K filing with the Securities and Exchange Commission (SEC). The information provides further details about: -- the $1.2 billion charge to shareholders' equity announced in the third quarter and the transactions related to that charge; -- a restatement of prior years' financial statements to reflect this reduction in shareholders' equity, the consolidation of three entities and prior year proposed audit adjustments and reclassifications; -- the Special Committee appointed by the Enron Board of Directors to review transactions between Enron and related parties; -- the LJM limited partnerships, including a discussion of transactions between Enron and LJM entities; and -- transactions between Enron and other Enron employees. This information addresses a number of concerns that have been raised by our shareholders and the SEC. As our Board's new Special Committee continues its review of various matters, we will continue to cooperate fully with the SEC in its investigation, and we will continue to respond to investor requests so that they can evaluate, appreciate and appropriately value the strength of our core businesses. Restatement of Earnings Based on information that we have recently obtained, Enron and its auditors determined that certain off-balance sheet entities should have been included in Enron's consolidated financial statements pursuant to generally accepted accounting principles. As a result, Enron will restate its financial statements from 1997 to 2000 and for the first and second quarters of 2001. These restatements have no material effect on Enron's current financial position. Here are some details included in the filing: Net income for each period will be impacted by the retroactive consolidation of Joint Energy Development Investments (JEDI) and Chewco beginning in November 1997, the consolidation of an LJM1 subsidiary for 1999 and 2000 and prior year proposed audit adjustments. Enron's current assessment indicates that the restatement will include: -- a reduction of approximately $96 million in 1997 -- a reduction of approximately $113 million in 1998 -- a reduction of approximately $250 million in 1999 -- a reduction of approximately $132 million in 2000 -- an increase of approximately $17 million for the first quarter of 2001 -- an increase of approximately $5 million for the second quarter of 2001 -- a reduction of $17 million for the third quarter of 2001. The consolidation of JEDI and Chewco also will increase Enron's debt by approximately $711 million in 1997, $561 million in 1998, $685 million in 1999 and $628 million in 2000. The restatement will have no material impact on Enron's reported earnings for the nine-month period ending September 2001. You can obtain more detailed information on the items described above by accessing the Form 8-K filing at <http://www.enron.com/corp/sec/>. We will continue to review our strategic, operational and financial position, and we will continue to keep you updated on any developments.	2
Holiday Party	Prebon Energy has sent you an invitation from Sendomatic.com! To view your invitation click the web address below or copy and paste it into your web browser: http://www.sendomatic.com/servlets/v?e=61930&u=745843 If you are having trouble viewing the above web address, visit http://www.sendomatic.com/servlets/l?u=sandra.f.brawner@enron.com and create an account to view the events you have received. Hope you have fun! -- P.S. If you'd like to send your own personalized invitations or announcements go to http://www.sendomatic.com	0
Prebon Energy has sent you a message	Please note the time of the party is 6 p.m. to 10 p.m. To view your invitation click the web address below or copy and paste it into your web browser: http://www.sendomatic.com/servlets/v?e=61930&u=745843 If you are having trouble viewing the above web address, visit http://www.sendomatic.com/servlets/l?u=sandra.f.brawner@enron.com Hope you have fun! -- P.S. If you'd like to send your own personalized invitations or announcements go to http://www.sendomatic.com	0
IMPORTANT VIDEO ANNOUNCEMENT	I have a very important video announcement about the future of our company. Please go to <http://home.enron.com/message/> to access the video. Thank you.	2
FW: Highlights from this morning's ENE/DYN analyst conference call	Listened in on the analyst call this morning. Here are my notes. Did not yet have a chance to organize them, so they're simply in chronological order. The call began with Watson, Bergstrom, and Whalley reading from prepared statements. Watson spoke for c. 10 minutes, Bergstrom for 5, and Whalley spoke for perhaps 30 seconds. Dynegy management was noticeably in control of the call. Enron executives spoke when questions were directed to them. Specific points: EES will be a part of the new company. Enron assets will be revalued at closing. The investment in Northern Natural takes the form of convertible preferred. If the merger does not go through, Dynegy has the right to acquire Northern for 'very little' additional consideration. If DYN terminates the merger and ENE 'has sufficient liquidity', ENE has right to repurchase the convertible preferred. Debt/equity of combined company expected to be <45%. Both companies will remain on RatingsWatch negative. ChevronTexaco will hold 169MM shares out of a total 650MM shares of the post-merger entity. Watson reiterates that going forward, the new entity will be run with a focus on transparent and clear financial structure and disclosure, with a significant reduction in on- and off-balance-sheet leverage. In what was termed a "new approach", the new entity will be run with a focus on cash flow rather than earnings. Rumors that Dynegy did the deal because of an unhedged exposure to Enron are not true. Dynegy owed Enron <$50MM. Lay says that Enron had other options, 'particularly financial'. All of the discussion and activity has taken place over the last two weeks. Lay acknowledges that the number for exposure to securities lawsuits may be 'pretty big', but that the companies feel they're able to appropriately value this exposure. Lay says we have nothing else to hide, but internal investigation still under way. Lay: had the SPEs been capitalized with perhaps $30MM more of risk capital, there would have been no question that they would have qualified for off-balance-sheet treatment and there would have been no need to restate earnings last week to reflect consolidation of the SPEs. Dynegy says that 'several' internal investigations continue at Enron, and thus DYN/ENE cannot say with certainty that there's absolutely nothing else out there. Doty (Dynegy CFO) says that late last week, ENE had 'close to a billion' in cash. Osprey will be unwound late next summer. Marlin will be unwound after closing. Many of the off-balance-sheet structures, including the credit-linked notes, are expected to be unwound/redeemed or at least significantly reduced prior to closing. With regard to ENE asset dispositions, these will be accelerated to the extent possible. However, Doty says that 'our backs are not against the wall', and the company will continue to focus on getting value for its assets as well as cash. ENE will renew its 364-day facility (believe this is the $3Bn facility that we drew down a couple of weeks ago) within the next 6-8 weeks. BBB-flat most likely rating for combined entity, according to initial comments from ratings agencies. McMahon says 'no comment' to WSJ article indicating that ENE's banks are preparing to make an equity infusion into ENE in the next few weeks. Consolidation of trading activity: Mid- and back-office consolidation will see substantial progress prior to closing, such that only the front office / trading books will need to be combined at closing. EES, NNG and TW have no real overlap with existing DYN activity, so there won't be much integration work required there. The big integration effort will be ENA. Watson says that the 'creative financing' surrounded non-core assets. Doty adds that, 'frankly', DYN assigned zero economic value to non-core businesses in their valuation model. They bracketed the maximum expected exposure from the non-core assets/businesses and left it at that. Watson mentions that DYN would not have gotten involved with Enron had they not been approached by 'Enron's top three executives', who said that they thought a combination with Dynegy made the most strategic sense for both companies. Says that their approach evidenced a willingness to work with DYN to integrate the two companies that made a big difference in Dynegy's deliberations on proceeding with the merger. Watson/Doty said that they're NOT 100% sure that no surprises remain in Enron's books--but that the risk/reward offered by the combination was compelling. The deal does have material-adverse-change outs for Dynegy, covering any MAC regarding Enron's assets or businesses. Dynegy's lawyers indicated that the MAC language was a 'blunt instrument' under which it would be difficult to bring a case, so Dynegy inserted a specific paragraph that gives Dynegy the right to terminate the merger if the Enron's total legal liability (from any source or cause of action) tops $3.5Bn prior to closing. McMahon adds that there 'could' be more restatements, but he 'does not expect' there to be more restatements. ENE international hard assets definitely on the asset disposition list. The merger structure calls for a new entity to take over Enron. Enron is planning to hold an Enron-specific conference call in the next few days, tentatively scheduled for Wednesday. Initial reaction of ratings agencies 'very positive' to combined entities. McMahon acknowledges that Enron would have had to have an additional equity infusion prior to year-end, had the merger not materialized. Dynegy's earnings guidance places Enron-related earnings accretion at $0.90-0.95, which represents a '25% haircut' to Enron internal estimates. Doty says that this is all operating earnings--figure does not include any amounts from expected synergies. Doty says that both Enron and Dynegy's books, as far as he understands, are relatively short-term in weight, and this will continue to be the weighting of the new entity. Says a 'very very substantial' portion of future trading earnings will be expected to be cash. ChevronTexaco's investment in Dynegy was calculated at a 5% discount to public prices on the date of negotiation (not disclosed). Given the runup in Dynegy stock last week, ChevronTexaco's investment is now at a 'more substantial' discount to market prices. ChevronTexaco has provision to get 'different prices at closing if those prices are substantially better'. (No further clarification given). Whalley believes that 'we'll retain' the Enron traders and marketers. They're used to being part of a winning team, and the combined entity will definitely be a winner. They have talked with most of the Enron business leaders, and they are 'very excited' by the combination. They will be working with the Enron business leaders to ensure talent is retained. Whalley was asked if there will be any key employee retention provisions. He says that 'to the extent necessary, yes.' Watson says that the trading strategy of the combined entity will be a combination of DYN and ENE--there will be more of an asset-backed trading focus, but by the same token the new Dynegy will be involved in much more financial market-making trading than the Dynegy of today. Watson says that if there were to be any change in culture, he's a strong team player. He does not want to see an individual do well if the company or division does not do well. Give me a call if you'd like me to try to clarify any of these comments.	2
FW: Sanders Morris analyst piece on Enron	Jim, Do you remember Rob Lloyd? He know works at AIM Funds here in town. Please read the piece below - I think it is well written and summarizes our sad situation succinctly. Regards, Jean -----Original Message----- From: Lloyd, Robert J [mailto:Robert_Lloyd@AIMFUNDS.COM] Sent: Tuesday, November 13, 2001 9:41 AM To: Mrha, Jean Subject: Sanders Morris analyst piece on Enron Jean, Thought you'd find this interesting. It's an excerpt from an analyst's note out this AM. A Perspective: R.I.P. Enron: It took sixteen years to build Enron into a $63 billion asset powerhouse, but only 24 days for it to disintegrate. The fatal flaw was the aggressive accounting and leveraging done in various off balance sheet partnerships (Special Purpose Entities), which apparently became too aggressive to fully disclose. Wall Street had no idea of their holdings, their leverage or their derivative exposures. The SPEs mutated into something beyond the pale, becoming a company within a company. This evidently began 30 months ago when the new management regime (Skilling, Fastow, et al) sanctioned their evolution. Make no mistake: they were cleverly contrived. They involved conventional asset & debt transfers off the books, coupled with fair value (asset mark-to-market) accounting and synthetic equity financing. This allowed for considerable earnings management and the appearance of cost-free equity. If nothing else, they now appear in hindsight to have been vanity deals: very New Economy, very Virtual and very aggressive. But no clients ever complained, to our knowledge. Yet ENE clearly crossed the GAAP reporting lines, as the latest 8-K attests, and the dual role of the CFO (sitting on both sides of the table in the LJM transactions), profiting highly in the process, created in the LJM partnership natural conflicts of interest now being investigated by the SEC. Because of this elementary mistake in any seasoned judgment, which passed muster at every level, the most successful energy company of the 90s was vaporized in the marketplace. The main thing that brought ENE down was hubris. It had used up all of its credibility when the partnerships were brought to light. If these were fully revealed two years ago, a collapse would have been very unlikely.	0
SAVINGS PLAN TRANSITION PERIOD ENDS For All Employees who Participate in the Enron Corp Savings Plan	The Savings Plan Transition Period Ends Early! We have been working closely with Hewitt Associates to get you access to your Savings Plan account before November 20 and are pleased to announce that the internet site went live as of 8:00 AM yesterday morning, November 13. Log on to benefits.enron.com and check out the new website - you will enjoy the new features. Once again, we have appreciated your patience during the transition period. EnronBenefits . . . keeping pace with your lifestyle.	2
New Version 8 of the IntercontinentalExchange Is Now Available !	New Version 8 of the IntercontinentalExchangeTMIs Now Available ! ATTENTION ALL TRADERS. We are pleased to announce the release of Version 8 of the IntercontinentalExchangeTM. This latest version has many powerful new features including: Quick Ticket Order Entry A Market Maker Window Options Spreads Custom Strip Options on WTI and Brent 1st Line Swaps Weather Derivatives Products New Portfolio Management Functions New Multi-Transaction Printing Trade Ticker Full Day Summary An Asterisk Marker Option on Derived Legs of Spreads Version 8 comprises Intercontinental's latest development initiative to bring better anonymous, two-way, OTC energy products trading to the electronic marketplace. Installation of Version 8 is Easy Version 8 will be available for download and installation on your system this evening, Thursday, November 15th. Live trading with Version 8 will begin on November 16th. We have already notified your System Administrators of this new release and provided them with download and installation instructions. Version 8 is backward compatible with version 7.37 and version 7.72. This means you will still be able to run these older production versions of the IntercontinentalExchangeTM, if you choose to do so. However, since many of the new features, and products like option spreads, custom option strips and weather swaps are only available on version 8, we suggest that you contact your system administrator now, to ensure you will be getting all the benefits that version 8 has to offer as soon as possible. Get the Version 8 Release Notes For more information about the features and functionality of Version 8, you can download a copy of the Release Notes from our website. To do this: 1) Go to the IntercontinentalExchange website at at www.intcx.com and click the Downloads tab on the Main Menu. 2) When the login page appears, enter your production ID and Password in the fields provided 3) Click the Release Notes tab on the menu and then click the link for version 8 Release Notes. Please Contact Us We encourage you to contact one of our account representatives with any questions, comments, or problems you may encounter with Version 8. A list of account representatives and contact information is provided below: New York (646)-792-2620 Joseph Adevai Mike O'Neill Chris D'Ambrosio Houston (713)-840-6494 Lance Leffingwell JC Kneale Chicago (312)-674-4915 Bud Hum London (44)-207-484-5544 Stephanie Trabia ext 5546 Alan Newman ext 5548 David Hewitt ext 5545 Singapore (011)-65-342-2931 Soo Molyneux Charlotte Marson	0
NEW WEATHER SWAPS ON THE INTERCONTINENTAL EXCHANGE	IntercontinentalExchange is pleased to announce that weather swaps trading will be included in its new version 8 release. These fixed-for-floating financial products will be cash settled on a five-day average temperature, Monday - Friday, for the current week and for the forward week. Temperatures used for the settlement of these products will be those reported by EarthSat, a widely recognized and independent source of weather data. Settlement temperatures provided by EarthSat will be available via the IntercontinentalExchange website. The hub locations for weather trades will be the primary airport weather stations at Chicago-O'Hare, Dallas-Fort Worth, New York-La Guardia, Philadelphia-International and Sacramento-Executive. The standard contract size for all locations will be $10,000 per degree Fahrenheit, with a tic increment of 0.1 degree Fahrenheit or $1,000. There are no payout limits on the contracts. The design and development of these new weather products was done under the guidance of Aquila Energy Marketing Corp., a recognized leader in weather product concepts. In addition, IntercontinentalExchange has worked with Aquila and other major weather market participants, including Reliant Energy, Mirant Americas, and El Paso Merchant Energy, to build consensus and support for these new products. To trade weather swaps you must have our new version 8 release installed on your system. An advisory with details about this new release is being sent to you by separate email. We encourage all or our users to take a serious look at the new weather products being offered by the IntercontinentalExchange. Please contact one of our following representatives to find out about the new weather products, or check back on our website product guide: Patricia Ricci : (646) 792-2624 : Patricia.Ricci@intcx.com Mike O'Neill : (646) 792-2626 : Michael.Oneill@intcx.com Chris D'Ambrosio : (646) 792-2625 : chris.dambrosio@intcx.com	0
Enron Center South Technology Watch	Welcome to Enron Center South. As you have probably already noticed, things look a little different here. We wanted to orientate you to your new environment and inform you about the future technology coming on-line in the coming weeks. Occupancy Guidebook To Enron Center South You will find this handy guide on your desk; it contains information concerning the enhanced printer environment, the new easy access keyboards and telephony procedures. NEC Monitors The NEC monitors have an internal anti-glare screen to help reduce eye strain and eliminate the need to install an additional screen cover. Additionally, an integrated speaker has been installed on one monitor for each desk. Turret Users An "Alliance MX turret quick reference guide" has been placed on your desk; this includes important information about the new features such as "Caller ID" and "Voicemail Indication". Increased Information Access There are many NEC 50" Plasma screens installed on the 5th and 6th floors. While many of these will be displaying information designed for the specific unit, others will be displaying various television channels. The audio to these television channels can be accessed via any of your telephony equipment. Here's how: Ten audio channels have been set up for access from your either your Avaya telephone, Stentophon, or IPC Turret. The channels have been defined on Page 15 of your Turret. To access the audio from either your Avaya or Stentophon, simply dial the extensions shown in the table below: Channel Avaya Stentophon Weather Channel 12401 801 CNN Headlines News 12402 802 CNN Financial News 12403 803 CNBC 12404 804 MSNBC 12405 805 Bloomberg 12406 806 Financial News Network 12407 807 CNN 12408 808 Fox Sports 12409 809 ESPN1 12410 810 Wireless Telephony You may notice the cellular phone coverage is not consistent across the floor, and some areas have virtually no coverage at all. We are implementing a multi-network "in-building" system to provide consistent high quality service for the campus, keeping you in touch while you are on the move. Wireless LAN The infrastructure to support Wireless LAN technology is in place and is being tested. We will be implementing multi level encryption and security to keep our intellectual property safe from eavesdroppers or hackers. Amtel Replacement As a move to provide a more flexible "Plug n Play" environment and to help with the reduced desk footprint, we have replaced the Amtel message boxes with Microsoft Exchange Instant Messaging. The Global Messaging Team is testing additional software products to provide some of the features not available with Exchange Instant Messaging; these include one-touch response keys, external LED display, and printing. Updates will be provided as they become available. Keeping an Open forum We will keep you informed of the changes and developments as the migration to the building continues, please feel free to respond with any comments, queries or suggestions to mailto:Enron.Center.South.Technology@enron.com	2
FW: urls for tickers	Due to performance issues with our plasma screens we have restricted access to the EOL feeds to the plasma machines themselves. You can however still access the NYMEX strip on the right utilizing the following links. If you know anyone else who has need for this information, please forward this email on to them. Prod Nymex Financial http://hotcs.enron.com/fundyplasma/site/Financial.jsp Prod Nymex Financial with EOG http://hotcs.enron.com/fundyplasma/site/FinancialEOG.jsp Prod Nymex Current http://hotcs.enron.com/fundyplasma/site/Current.jsp	0
steno	Sandra, my steno # is 5970 but is currently not working. So if you need to get ahold of me, you can call me at 57916 or use steno #5331. chance	0
FW: Gas Logistics Employee Meeting	-----Original Message----- From: Choate, Heather Sent: Tuesday, November 20, 2001 1:52 PM To: Lavorato, John; Shively, Hunter S.; Neal, Scott; Lagrasta, Fred; Grigsby, Mike; Martin, Thomas A.; Black, Don Cc: Hillis, Kimberly; Villarreal, Alex; Hogan, Irena D.; Bates, Kimberly; Rangel, Ina; Wood, Kim; Young, Becky; Jackson, Brandee; Showers, Digna; Superty, Robert; Hall, Bob M Subject: Gas Logistics Employee Meeting Please plan to attend a Gas Logistics Employee Meeting... Today, Tuesday, November 20, 2001 at 4pm in ECS-06980	1
Package	John, I need to get with you sometimes soon to make those changes to my contract (2001 bonus). I was in somewhat of a rush yesterday evening and neglected to make the changes you had advised me about. I have already forwarded the information back to Enron. Thanks	0
TRV Notification: (East P/L Totals - 11/21/2001)	The report named: East P/L Totals <http://trv.corp.enron.com/linkFromExcel.asp?report_cd=1&report_name=East+P/L+Totals&category_cd=1&category_name=EAST&toc_hide=1&sTV1=1&TV1Exp=Y&current_efct_date=11/21/2001>, published as of 11/21/2001 is now available for viewing on the website.	0
