subject	body	cluster_id
Management Changes	With Ken Lay's resignation, you undoubtedly have questions about Enron's management structure and what lies ahead for the company. The purpose of this communication is to begin to answer those questions and lay out the direction we plan to follow as we regroup and rebuild. First, the Creditors Committee has proposed that the Board of Directors retain an interim CEO to focus on the restructuring process. This is a positive sign that the Committee believes Enron will provide greater value as a viable ongoing business. The Enron Board of Directors has approved Stephen Cooper as interim CEO and chief restructuring officer. Steve is the managing partner of Zolfo Cooper, a corporate recovery and crisis management firm with more than 30 years experience leading companies through operational and financial reorganizations. Steve and his firm will work with members of Enron's current management to develop and implement a comprehensive plan to restructure the company and emerge from bankruptcy. As you know, Enron has entered into an agreement with UBS Warburg for the sale of NetCo, Enron's wholesale gas and power trading organization. In preparation for the transition of NetCo to UBS, Greg Whalley has resigned as president and COO of Enron to assume a position with UBS Warburg. We want to thank Greg and the NetCo employees joining UBS for their contributions to Enron and wish them great success going forward. In addition to engaging Steve, Enron has formed an Office of the Chief Executive. I will join Steve in that office as president and chief operating officer, and Ray Bowen will join us as executive vice president and chief financial officer. We will provide additional information regarding the roles and responsibilities of Enron's entire management team once those become more fully defined. Thank you for continuing to support Enron by performing your job everyday. The ongoing uncertainty about our future, coupled with the constant media scrutiny, makes this situation difficult for all of us. While no one can control the media, we can and will define our leadership and devise our strategy for moving ahead. And in doing so, we will build a more certain future for our company and our employees. Link to the press release: http://www.enron.com/corp/pressroom/releases/2002/ene/012902Release.html	0
Organizational Announcement	As things begin to calm down somewhat after events of last week, we wanted to update all employees of certain organizational and personnel changes that have occurred recently. Organizational Matters The Creditors' Committee was formed last week by the United States Trustee. This committee is comprised of 15 individuals representing various creditor groups including: banks, bondholders, insurance companies and employees. The Creditors' Committee will be the key point of contact as we reorganize the company and emerge from Chapter 11. Initially, they will send financial advisors to our offices to monitor any asset liquidations as well as review our cash flow projections. Ultimately, they will be responsible for approving our reorganization plan as to which assets or businesses we sell and which ones we retain. From an Enron perspective, the plans for reorganization have already begun. Overhead has been reduced dramatically, certain employee retention programs have been put in place and a wider retention program is currently being developed. We hope to share the wider retention program with you in the very near future. Furthermore, detail cash flow projections are in their final stages of preparation and will be reviewed by senior management this week. This will be the critical first step in formulating our reorganization strategy to emerge from Chapter 11 as a healthy company. By now, you must have heard of "NETCO." This company was formed as a means to maximize the value of Enron's most valuable business, the wholesale energy business. Certain Enron North America employees have been assigned to NETCO to re-build the North American gas and power business under different ownership. We will be filing with the bankruptcy court this week proposed auction procedures to allow bidders to bid for NETCO. It is our expectation that Enron would retain a 49 percent (or perhaps less) non-controlling interest in NETCO. The NETCO employees would become employees of the winning bidder. We anticipate this process to reach closure sometime in January. As for the remaining businesses of Enron, they are all under review as to which ones will be proposed for sale and which ones will be proposed for retention. This review process will take time as it will require approval of the Creditors' Committee. We will update you periodically on our process. Personnel Matters As a result of our current situation, we have made many personnel changes over the past several months to maximize the value of the organization. Office of the Chairman - Enron Corp Jeff McMahon, Executive Vice President and Chief Financial Officer, has been added to the Office of the Chairman of Enron Corp along with Ken Lay and Greg Whalley. Among other things, Jeff has been working on the business plan for reorganization in Chapter 11 and is the primary contact with the newly formed Creditor's Committee. Treasurer - Enron Corp Ray Bowen was elected to Executive Vice President, Finance and Treasurer of Enron Corp recently. In this role, Ray is responsible for all finance activities of Enron Corp. Ray also has the lead role in managing the cash activities of the company on a day to day basis. Corporate Development Mark Muller has been appointed Executive Vice President - Corporate Development. In this role, Mark will work with Enron's various business units on all asset disposals, which will be a key element in Enron's reorganization plan and value preservation. Wholesale Services The Wholesale Services group has been reorganized under the leadership of Jim Fallon. Included in this group are the following businesses, ENA, EBS, EIM and EGM. As part of the Chapter 11 reorganization, efforts in these businesses will be directed at maximizing value for the creditors as well as determining which businesses or assets will be part of Enron's reorganization plan. Management Committee Departures Unfortunately, due to the current financial condition of the company, the following members of the management committee have left the company or will be leaving the company by the end of December: Michael Brown Mark Frevert Steve Kean Mike McConnell Jeff Shankman Additionally, John Lavorato and Louise Kitchen have resigned from the Management Committee to arrange for the joint venture energy activities of NETCO. We know as employees the uncertainty surrounding the future of the company is unsettling. Unfortunately, that aspect will not change in the near term. We ask for everyone's patience and continued support as we move forward through the Chapter 11 process. We are committed to reorganizing into a strong company once again and will need the help of all the employees to achieve that goal.	0
Daily Update	Today was a very difficult day for us as market uncertainty continued. Recent news reports, including The Wall Street Journal article today, have speculated about possible mergers, takeovers and equity investors as options that Enron is considering. The reason you have not seen us responding to these reports is that it is our corporate policy not to comment on market speculation. However, I will tell you that we are evaluating all options to protect the financial stability of this company. I will keep you updated on developments as they occur.	1
Enron Update	Following our announcement of an additional of $1 billion credit line, Standard & Poor's (S&P) today downgraded Enron's long-term credit rating one notch from BBB+ to BBB and short-term rating from A2 to A3. We expected this, because it is not unusual to be downgraded after using assets to secure credit. This is still above investment grade. The ratings of our pipelines Northern Natural Gas and Transwestern have also been lowered from A- to BBB. In S&P's words, "Their ratings [are now] in line with those of the parent company to reflect S&P's view that Enron's pipeline assets have become more strategic to the company." S&P also said, "[We continue] to believe that Enron's liquidity position is adequate to see the company through the current period of uncertainty, and that the company is working to provide itself with an even greater liquidity cushion through additional bank lines and pending asset sales." As I've said before, building on our liquidity position through additional credit lines maintains our counterparties' confidence and strengthens our core businesses. It's important for you to know that our gas and power numbers - which account for more than 95 percent of our trading activity - indicate that our customer base is not withdrawing, closing out positions, or reducing transaction levels as a result of credit concerns. In fact, EnronOnline trading volumes are currently experiencing above-normal activity. We will continue to update you as new developments arise. Thank you.	0
Recruiting and Floor Buildout	During the past few days several people have approached us wondering why we= are continuing to do college recruiting and continuing with the floor buil= d out given the state of the company today. We appreciate people's concern= s about adding people and spending money at a time when we ought to be redu= cing unnecessary expenses. Let us begin by saying that we share these conc= erns and are not hiring people or undertaking significant capital expenditu= res without a great deal of thought. We would also encourage people to tal= k to their manager or either of us if you don't understand why we are doing= certain things. In short, we have decided to continue with the college re= cruiting, although we have not yet decided how many, if any, we will hire. = We have decided to delay the beginning of the floor build out for a couple= of weeks. Why Are We Continuing With College Recruiting? During the last few years we have made tremendous progress establishing a p= resence for Enron broadly and the Portland office specifically with leading= schools in the northwest. This past year we finally reached critical mass= and had tremendous success in our recruiting efforts. Although we are unc= ertain about our hiring needs this year, we feel that it is in our best lon= g term interest to continue having a presence with the schools in the north= west. We have already made presentations and done initial screenings at mo= st schools. We have identified the best people from each school and have a= lready made plans for them to come to our office for two super Saturdays. = The cost to us to finish this process is not large compared to the benefit = that we gain from honoring our commitment to the schools and students as pa= rticipants in their on-campus recruiting programs. We also realize that it= is a hard year to be coming out of school looking for a job. It is our be= lief that students would rather interview with us even if the possibilities= of employment may be somewhat diminished. Finally, we would like to empha= size the point that we have not yet committed to hiring anybody. We will i= nterview people, identify the best candidates, and make hiring decisions ba= sed on the needs of the office. Before extending offers we will consider t= he potential impact that it could have on people in this office and Enron e= mployees in other offices who have been redeployed. Stated another way, we= don't intend to hire a bunch of new people if there are people within Enro= n who could fill positions or if it would put the jobs of the people alread= y here at risk. We may end up postponing hiring decisions until we are mor= e certain about the state of affairs in the company. How Will the Floor Move Play Out? We have decided to postpone the floor build out for a few weeks. While we = still think that it makes sense for the office, we have decided to pause fo= r a couple of weeks before we start to spend significant amounts of money o= n this. When talking to the build out team today it became clear that dela= ying would accomplish several goals. First, it allows us to get final arch= itectural plans in place and firm quotes from contractors so that we can mo= re precisely peg down the costs before moving forward. Second, it gives th= e build out team breathing room to iron out more of the details of the move= . Finally, it buys us a little more time to decide whether or not it makes= sense to do this project given the state of affairs of the company right n= ow. While we still think that we are going to move forward with this proje= ct, it seems like buying a couple of weeks of time is the right thing to do= right now. In about two weeks we will reconvene with the build out team w= ith firm budget numbers and make a decision to either move ahead, cancel, o= r delay again. =20 As always, we will try to keep people updated on things as soon as new, rel= iable information becomes available. We recognize that this is a very hard= time for everyone. Please try to stay focused on the job at hand and keep= up the success of this office.	0
Solicitation Calls	Trade press, recruiting firms and others recently have made numerous calls to Enron employees seeking information about the company, its employees and other matters. In some cases, these callers have used false identities, as in, "I'm from the SEC and I need you to provide me with?" If you receive a call from someone identifying themselves as part of a government organization, please refer the caller to the legal department. Please refer calls from the trade press and other media inquiries to the Public Relations group. And otherwise, please treat Enron information as confidential. Thank you.	0
Anthrax and other Biological Agent Threats	We understand that the recent cases of Anthrax contamination and the possibility that biological agents such as Anthrax may be used in a terrorist attack are raising great concerns among Enron employees. Many government and commercial facilities in the United States have already received Anthrax threat letters containing powdery substances. Most of these have, however, been determined to be false alarms. We have no reason to believe that Enron has been or will be the target of an Anthrax attack, but we want to provide all employees with background information on Anthrax and up-to-date guidance for handling any possible Anthrax exposures. If you have additional questions or concerns, please contact Corporate Security in Houston at (713) 345-2804 or via email at CorporateSecurity@enron.com. The most important thing to remember is: Do not panic. To infect someone, the Anthrax organism must be rubbed into abraded skin, swallowed, or inhaled as a fine, aerosolized mist. Infection can be prevented after exposure to Anthrax by early treatment with the appropriate antibiotics. Anthrax cannot be spread from one person to another. Following are guidelines for identifying and dealing with suspicious letters or packages: What constitutes a suspicious letter or parcel? (Remember, these are only guidelines. Use your best judgment when determining if a letter or package is suspicious.) -- It is marked with the word "Anthrax." -- It has a non-identifiable powdery substance on the outside. -- It is unexpected or from someone unfamiliar to you. -- Is addressed to someone no longer with your organization or is otherwise outdated. -- Has no return address, or has one that cannot be verified as legitimate. -- Is of unusual weight, given its size, or is lopsided or oddly shaped. -- Has an unusual amount of tape on it. -- Is marked with restrictive endorsements such as "personal" or "confidential". -- Has a strange odor or stain. -- Shows a city or country in the postmark that does not match the return address. What do I do if I receive such a letter or package that I believe contains Anthrax? -- Do not shake or empty the contents of any suspicious envelope or package. -- Place the envelope or package in a plastic bag or some other type of container to prevent leakage of contents. -- If you do not have any container, then cover the envelope or package with anything (e.g., clothing, paper, trash can, etc.) and do not remove this cover. -- Leave the room and close the door, or section off the area to prevent others from entering (i.e., keep others away). -- Wash your hands with soap and water to prevent spreading any powder to your face. -- Notify your local building security official or an available supervisor. Have them call 911 to alert the local police authorities. -- List all people who were in the room or area when this suspicious letter or package was recognized. Give this list to both the local public health authorities and law enforcement officials for follow-up investigations and advice. If you open an envelope or package and a suspicious powder spills out: -- Do not try to clean up the powder. Cover the spilled contents immediately with anything (e.g., clothing, paper, trash can, etc.) and do not remove this cover! -- Leave the room and close the door, or section off the area to prevent others from entering (i.e., keep others away). -- Wash your hands with soap and water to prevent spreading any powder to your face. Report the incident to your local building security official or an available supervisor. Have them call 911 to alert the local police authorities. -- Remove heavily contaminated clothing as soon as possible and place in a plastic bag, or some other container that can be sealed. This clothing bag should be given to the emergency responders for proper handling. -- Shower with soap and water as soon as possible. Do not use bleach or other disinfectant on your skin. -- If possible, list all people who were in the room or area, especially those who had actual contact with the powder. Give this list to both the local public health authorities so that proper instructions can be given for medical follow-up, and to law enforcement officials for further investigation.	1
Portland Enron WTC Guidelines for Handling Suspicious Mail	FYI-- The information below is an excellent overview of the procedures our administrative personnel will be using when handling and distributing your mail into mail folders. However, all administrative personnel in the Portland Enron WTC offices have received a hard copy of the guidelines and procedures issued by Oregon Department Administrative Services. This four-page document has detailed guidelines and instructions for mail/parcel handling. If you would like to get a copy of these guidelines, ask your administrative assistant or you can contact Debra Davidson to get a copy. The World Trade Center Mailroom has informed Debra that they are also screening mail for lumps, powdery substances, unusual written comments on envelopes, etc. If they detect a suspicious piece of mail or package addressed to our office, they will notify us as well as the proper authorities. If you have any questions or concerns, please see me or Debra Davidson.	1
Martel Outage	Group, Wheelabrator Martel (MARTEL_2_AMFOR), NP15, suffered an outage around 0630 PST Monday morning, 10/29. They are expected to be down for the balance-of-Monday and for most of Tuesday. They are prescheduled at 10mw for both days. So please purchase 10mw for them for the remainder of Monday, and for most of Tuesday. I will talk to whoever is on the Tuesday day shift regarding how long they need power for on Tuesday.	0
PLEASE READ: ISSUES ACCESSING INTERNET AND INTRANET	Access to the Internet and Intranet is currently being affected, throughout Enron. Global Infrastructure is working to alleviate the issue. There is currently no estimated time of completion. You may be effected in the following manner: ? slow access to internet ? no access to internet ? slow access to intranet ? no access to intranet Further updates will be provided	1
Update to Virus Scanning Software	Everyone, You probably have already heard on the news that there is a new Computer Virus out on the internet that is causing Corporations to experience numerous problems. We have an automated process to update our workstations with the latest virus protection updates. However, there may be some machines that didn't get the update. In order to prevent this virus from infecting your machine, please assist by doing one of the following tasks. 1. Logout of the network and log back in or 2. Click on START>PROGRAMS>ACCESSORIES>Norton AntiVirus Corporate Edition and then click the Live Update button. This will pop up a screen where you will have to click the "Next" button and then a "Finish" button. The proper version of the update pattern you need is: (9/18/2001, version 30918v) If you have questions or concerns, please direct them to your Resolution Center.	1
Cal ISO	The Cal ISO website is down due to the Nimda virus. They are expected to be back up around 9:00am.	0
M: Drive	We are currently experiencing problems with the M:\ drive, the IT team in Houston is working on the problem. I will notify everyone with a follow-up email when the issue is resolved.	0
