subject	body	cluster_id
RE: Question	My draft response would be: The objective is for BU and Functional leads to identify their top and bottom 10% for discussion surrounding the issues you raise, as well as what the leadership believe is necessary in order to meet their business goals and whether these people could be better deployed in other areas or on other challenges. In relation to promotions, we would expect to see a high correlation between those promoted and those highlighted in the top 10%, however, leadership will review nominations for promotion from both the top 10% and the 80%. As a point of clarification, promotions of non-exempt employees takes place at outside this process and is a matter for the individual BU's leadership and supervisors. David	2
Survey Question Review	Michelle, Our group has been asked by EEL (Liz Barrett) to deploy the attachment survey. We (HRGIM) would like to ensure the language of the survey is consistent with the policies and procedures of Enron Corp. Legal (Jon Chapman) has reviewed the document. Any insight you can provide is appreciated. Regards, Milton P.S. Liz Barrett's comments are below regarding the rationale behind the ethnic descriptions in the survey. "I worked with Jon Chapman on the survey, so it has been comprehensively done over by legal! The reason why I've chosen these categories are that they are the accepted categorisations by the Commission for Racial Equality, who are the governing body on race relations in the UK, and are aligned to their counter-parts in Europe. If we do have a legal challenge, we will be asked to provide data in this fomat, rather than the US descriptors which are not as relevant to the European ethnic profile (for instance 'Hispanic' is not a meaningful category for Europe, whereas it is very significant for the US). I'd prefer to map the US definitions onto the European ones, but to collect the European data in the CRE's format."	1
(no subject)	Michelle, what about including a provision like the following in the Severance Pay Plan agreement of waiver and release? Employee's remedy for a breach of this Agreement by ____ shall be limited to specific performance of ____'s obligations hereunder to make cash payments of the severance benefit described herein, and Employee shall not have a right to any other remedy, including, but not limited to, rescission or reformation of this Agreement. Pat	1
Re: Revised Section 3.4B	In a message dated 11/25/01 1:45:27 PM Pacific Standard Time, Michelle.Cash@enron.com writes: I think this works. What is the best way to incorporate this into the plan? Michelle, I don't know if I have the final restated plan document. I'm not sure what changes anyone made after my last draft. I don't even know what the design decision was regarding the formula. I think that Kriste has it or Mary Joyce should have it. The best way to incorporate the revised paragraph into the plan would be to cut and paste the revised paragraph over the existing paragraph B. Pat	1
Re: FW: Severence/Policy Memo	In a message dated 11/25/01 2:35:26 PM Pacific Standard Time, Michelle.Cash@ENRON.com writes: My recommendation would be to let everyone know it has been restated and attach an electronic copy of the new plan, thus letting the plan speak for itself. Michelle, this was the combined recommendation of Kriste, Kerry N. and myself. Pat	1
FW: Gross and Net Payrolls	My understanding is we have these payrolls covered. David -----Original Message----- From: Taylor, Diane Sent: Wednesday, November 28, 2001 12:38 PM To: Kitchen, Louise; Oxley, David Subject: Gross and Net Payrolls Please see the attached reports detailing the gross and net payrolls for 11/29 (weekly/biweekly) and the 11/30 (semi) paydays. I have also included the breakout by tax company for the Gross Amounts. This first version has the tax company numbers as I wanted to get it to you as soon as possible. We are in the process of including the names and will send you an updated file.	2
RE: follow-up to request for data collection	The Direct Service payments are not processed through Payroll and I am not aware of the payment schedule. I believe these payments are handled by the Service Connection. Can you please work with Irma Alvarez for this piece? Is the Fidelity Goal Planner the items which were previously set up a a deduction and were converted to Direct Deposit a few years ago? If so, these payments will automatically be scheduled for payment on tomorrow. Please let me know if additional information is needed from me.	1
Re:	As discussed: What happens to my wages/salary if the Company files for bankruptcy protection? The general rule is that a company that has filed a banruptcy petition is not able to make payments on any prepetition debts until a plan of reorganization is filed. However, there are certain exceptions to the general rule. Claims related to wages and salary earned within 180 days of a bankruptcy petition filing (called "prepetition wages and salaries") receive a special priority for upt to $4650 under the bankruptcy code (section 507(a)(3)) and are usually paid in full as part of the plan of reorganization. Most companies that intend to continue operating while in bankruptcy recognize the need to keep employees working and the potential hardship that would occur of wages were not paid or delayed. As a result, most companies that file a bankruptcy petition, but which inetend to remain in business, seek the specific authority of the bankruptcy court to make payments on the priority wage claims immediately so that employees will experience little or no disruption in their wage/salary payments while they continue working. Usually this authority is sought at the same time or shortly after a bankruptcy petition is filed. For a company that derives a great deal of its value from its employees, making sure these payments are made in a timely manner is a high priority.	2
FW: EDUCATIONAL ASSISTANCE REQUEST	Our normal process is to place tuition assistance reimbursement on the next semi paycheck (currently 12/14). Should we continue with this process or should we pay these reimbursements on an off-cycle check dated 12/4? Thanks, Diane	2
Referral Bonuses	Michelle, We have processed some employee referral bonuses with a paydate of 12/3/01. These payments are to 25 employees and total $72,000 gross. These paychecks have not been released. Please advise whether these payments should be distributed to the employees or whether they should be reversed. Thanks, Diane	2
RE: Bridging of Service	Michelle, Do you see a problem with me providing continued approval on bridging of service for employees that are applicable or should I treat those on a case by case basis as well. The request below is directly from an HR Rep. Please advise.	2
Li Sun	I just got a call from Li Sun. She is expecting to get her H-1 visa anytime, and wants to make sure that she receives it. Should we have her contact Tindall & Foster directly? Also, by law, when an individual on an H-1b visa is terminated, the company is required to provide them a one way ticket back to their home country. Does that still apply in a bankruptcy? If so, who will be handling those arrangements?	1
Rescind Offers/Termination Letters	Tim, (1) We rescinded approximately 8 offers in November. It was decided that individuals who gave up jobs to accept our offer would be paid out one month of salary (with a signed release). I had two people who fell into this category and signed releases but have not received the one month salary. Will they be paid out? (2) I have received several calls from terminated employees concerning the termination letters. They are concerned that they have 30 days in which to transfer to their spouse's plan and won't meet the deadline. My understanding is that the terminations letter will be mailed out soon. Please advise? Regards Frank	1
RE: Invoice - Heath Scissor - Corporate Housing	David: Below is a summary of the outstanding invoices for Heath Schiesser's Corporate Housing as received via fax today from HomeCorp Relocation Inc.: Invoice #7704 Invoice Date: November 30, 2001 Rent Billing from 11/11/01 - 11/30/01 $1,383.33 Rent Billing from 12/01/01 - 12/10/01 $ 691.67 Total $2,075.00 Invoice #7705 Invoice Date: Nonmember 30, 2001 Rent Billing from 12/11/01 - 12/31/01 $1,452.50 Rent Billing from 01/01/02 - 01/09/02 $ 622.50 Total $2,075.00 TOTAL CURRENTLY DUE $4,150.00 If you agree to approve, please indicate approval via e-mail. Thanks, Shelly X57962	1
RE: ECTRIC Team	The situation from where I sit is fairly uncertain - as I understand it Corp has rejected our proposal and we are not sure under what authority or funding we are operating. The preliminary list of names is as follows. This list changes each day and includes both current employees and onew we need to get back. A good number of these will be leaving today and not returning until I can give them some certainty on coninued employment and a retention plan. If that happens, value lost to Corp. will be significant. Eric Shaw Naomi Connell Mary Nell Browning Melissa Allen Janine Juggins Marcus Von Bock Kathy Tibbs Ted Murphy Rod Nelson Cindy Horn Chris Mahoney (+small team tba) Ralph Jaeger David Williams Rob Sexton Sally Bennett James Vickerman Pauline Wilson [HR] [Cash Management] The proposed scope is not just ECTRIC but also ECT Europe Inc. and orderly wind up of european companies and operations. Please let me know how to proceed.	2
Relocation issues....	Terry, I traded vxmails with David Oxley, and he told me that Michelle is handling these matters. Please let me know if you need further help. Thanks, Billy	2
RE: Current NETCO List	If we haven't already, can we approach all and ask them to sign. That is all we can do. If the refuse, please write down an explanation and send to Michelle. I may have been under the mistaken impression that we had already done this.	1
RE: Retention Agreement	Gene, Following our conversation this morning, I would add 2 further points: - John D agreed we could add something to 1b that explains what %age of bonus is paid in rest stock (i.e. 25% with a 25% discount) and it's vesting period. - Additionally, my commercial guys would like to see 10 removed given a perceived overlap with 9. Can you let me know whether this is OK with you? With above and the discussion we had earlier on a couple of other points, could we get a final version? Thanks	1
Ken Lay Letter	Here's a first draft of a letter for Ken to send in response to some of the ugly mail he is receiving. I struggled with this, but am fairly happy with the final result. Let me know what you think. I'm away for the holiday after today. Cheers! (COME ON 2002!)	1
RE: I am concerned about Networks and NETCO	I suggest we talk first. Call me on the following cell phone 713-962-1490. = The difficulty I suspect is that people are understandably uncertain of the= unknown, but in 10 days we will have everything nailed down. Additionally,= people, it would appear, seem to be making certain assumptions about the e= state which I believe are false. I can't see the estate continuing to spons= or green cards, or in maintaining the cash balance plan, at least in the fo= rm of the past, etc., etc., Bankruptcy isn't pleasant. =20 I would however, like to avoid selling NETCO at the estate's expense, as di= fficult as this may be. =20 The main points we need to communicate and build around would be; =20 Salary - Everyone we talked to has indicated a willingness to keep them at = least at current levels Job responsibility - This is entirely Jay and Jenny's call. If they see a p= erson as necessary to do a different job, they need to explain that. Typica= lly, people should be transferring in exactly the same position as the curr= ent have, that would be the whole point of why NETCO needs them. Clearly NE= TCO will be a subsidiary of a large bank and as such will not have quite th= e same prominence it enjoyed with Enron pre-bankruptcy. Unfortunately, that= is lost forever. Bonus - Plan two main counter parties have agreed is more generous than Enr= on's current arrangement, if we perform. Retention - Two main counter parties have agreed in principle to a pool of = cash to be paid to the 700 people in NETCO who didn't get anything in Nov. = This would be paid as soon as practical after signing in exchange for a com= mitment for them to stay for 3 months or so otherwise they will have to rep= ay it. Benefits - These will differ depending on who buys us. However, it each cas= e they have comparable benefits but they are obviously different. On the sp= ecific point of pension plan, they have plans that require some vesting per= iod but again the 2 main counter parties have agreed that they will take En= ron service into account (i.e. if they have 5 years with Enron and their pl= an requires 5 years service to vest they will vest immediately, but obvious= ly will get just their first years contribution). Now is someone is 4 years= in with Enron, I recognise this is not a great answer, but has to be contr= asted with how long there is a position in the estate for them (i.e. is the= re a job for another 12 months). The last point concentrates too much on ne= gative aspects of what may happen to estate, so I would prefer to avoid too= much innuendo here. VISA's - we have a plan to switch all H1b visa's within 24 hours. This is a= pparently straight forward and Neil and Tim Callahan and I have discussed l= ogistics with one of the counter-parties in some detail. On L1's, these wil= l take up to 3 weeks to switch to H1's. Of the 70 people identified who hav= e VISA's only about 7 or 8 have L1's. Tindall and Foster tell us this will = not pose a problem and again we have discussed this with the one of the cou= nter-parties who have agreed our approach. These people should avoid travel= ing outside US in this 3 weeks, but according to Tindall and Foster will be= legit. Green Cards - No easy solution. Essentially these will have to start from s= cratch. The counter parties have not at this stage told us whether they wil= l support new applications. However, bear in mind I do not believe the Enro= n estate will continue with green cards, although this has not been officia= lly proclaimed. Expat Terms - These will probably be honored by the new company, although e= ach counter-party has indicated a desire to "normalise" the terms with thos= e of their own company, over time. Employment Agreements - We have identified 179 across NETCO. The estate pla= ns to transfer these to the buyer, but it is clear that each prospective bu= yer does not readily accept this as a term of the deal. As such my working = assumption is that the offer letters each NETCO ee receives circa Jan 12, w= ill supercede all previous terms including employment agreements, that indi= viduals may have had. Specifically, I expect that the new employer will not= honor future equity, cash retention, target bonus or severance provisions = that may be in people contracts. Clearly, there may be some negotiation her= e. =20 Now, we have other things like Title's, PRC, Promotion dates, Salary review= s, project bonuses, All employee stock option programs, etc., to figure out= , but I think it unlikely that these will be unpleasant surprises, after al= l the new employer will be probably one of the 5 biggest investments banks = in the world and we almost certainly benchmarked our processes on them over= the last 10 years. There may even be an ability to transfer (after a while= to a different part of their organisation, if they have an internal postin= g process). =20 As to process from here, we want to identify those who DON"T want to go and= why. I want to avoid ANYONE receiving an "offer" to switch and NOT accepti= ng it. As I mention above, many of the terms of the "offer" are unlikely to= be a huge surprise, and if people have genuine concerns I want to switch t= hem out now for someone who does want to go. We should have 100% acceptance= , not because of bullying or ultimatum's but because we figure out early wh= o had concerns, solving them or switching them out for someone else. =20 Jeanie/Amy/Michelle/Neil - looks like we need new updated talking points fo= r all. Lets get them out Weds.	2
Guam Project	Jim, We have an immigration issue related to certain employees of a JV in Guam. We would like to utilize the firm of Jenkens & Gilchrist to sort through the issue. Please advise whether this firm is approved.	2
Potential HR Matter	Todd Menzing called me up a few days ago to ask if he could send a letter to me about what I understand to be his representation of a former Enron employee against us in an HR matter. I hadn't heard from him, so I followed up today and learned that he had or was going to send a letter to you. Menzing is a former V&E associate. He called me because he knew me from a case in which V&E was representing a party in a commercial litigation matter, and I was representing an Enron employee in a deposition in that matter. Maybe there is an easy, no-brainer answer to what appears to be a potential disqualification issue for both Menzing and his firm (remember the mad cow disease of legal ethics? ) but if you were not already aware of Menzing's prior employer, I thought I'd let you know.	1
Re: FW: Severance Policy	In a message dated 11/13/01 11:09:14 PM Pacific Standard Time, Michelle.Cash@ENRON.com writes: I was informed by John Blaylock that part time employees are not eligible for severance benefits. Section 2.1 of the Plan states in part that all regular full time active employees of Enron or participating employer in the Plan are eligible to receive the severance benefit. Eligibility does not mean entitlement. The rest of the Plan describes entitlement. Pat	2
RE: Tissue	Dear Ms. Causholli, TAD equals to through-air-drying, a process where hot air is blown in a drum through the paper web and drying it. It allows a higher bulk of tissue paper as the paper web is not pressed hard against iron as in the case of conventional drying. Higher bulk means softer paper and better absorbency properties, therefore it is prefeered by companies aiming at very high tissue quality. I am not a technical expert but machinery manufacturers, especially Metso Paper's Honeycomb division in the USA could explain TAD in more technical terms. AfH stands for away-from-home, i.e. uses in offices, industry, hotels, restaurants, hospitals etc. outside households. I have not yet updated all the 2000 numbers but will do it within the next couple of months. Some data is very difficult to obtain, and thus updating takes a lot of time.	2
Eucalyptus Pulp - Final Note	Martin, Subsequent to my last e-mail I discovered an additional detail which may po= ssibly clarify why ENCE prefers to purchase the Chilean E. globulus species= to the Brazilian species for pulp production. It would appear that the E.= globulus species holds up better than the various Brazilian species during= the refining process. While most papermakers generally don't refine hardw= oods and softwoods with the same equipment, many smaller European mills are= unable to afford the capital investment of a second refiner and accordingl= y do use a single refiner for all grades. This is particularly true of the= Italian mills. Since hardwoods cannot withstand the rigorous refining req= uired for softwoods without losing their papermaking characteristics (opaci= ty, etc.), these papermakers need to utilize the hardwood species best suit= ed for this type of processing. Accordingly, the globulus species (which i= s also the predominant species in the Iberian peninsula) holds up much bett= er under this type of heavy refining than any other species of eucalyptus. In any case, I hope this helps shed additional light on this issue, and, as= always, please feel free to revert with any questions you might have. Tha= nks.	1
fiber morphology study	Monika, I found the Jacobs-Sirrine proposal on the fiber study; you can get a copy from me. They included a matrix on which they would display various fiber characteristics, which I'm attaching. Cecil and I went over it and he suggested some changed, which are incorporated here. The only one he wants to add that isn't reflected here---but which we need to tell them---is that we want to know why each quality parameter (the column headings) is important to each major end-use (paper grade) application. Let's go over this Monday morning. Dave	2
FW: FOEX for 11/06	Monika, Good that you put some analysis with the price changes. I'd be a bit careful about declaring that prices are expected to continue increasing through November --- many market observers (particularly Mr. Ross Hay-Roe) believe there's a good chance that the US$15/metric ton increase the producers already received will begin to erode in the next few weeks. I think it's important that we give air time to all the possibilities, especially in light of the high degree of uncertainty surrounding the market. Thanks. Karen	2
FW: Information from University of Colorado	Hi Again Monika - Here is what I heard from my former professor. If I were you, I would contact Eric Hughson about CU's PhD program in Finance. It is worth a try. I will contact you if I hear about other opportunities either for graduate study or employment opportunities. Keep me posted.	2
FOEX PIX Paper	Hello Team, The FOEX PIX Paper US Benchmark Index for newsprint fell to $506.16 this week, down $4.71 from last week. In the months of October and November, the FOEX PIX Paper prices have oscillated between falling and stabilizing.	2
What does AG mean?	As in UBS AG: AG means the same thing as "incorporated" or "inc." From a German dictionary: AG [a ge ] (pl. -, -s) (f) (abbr) (= Aktiengesellschaft) plc (Brit);corp. (US);inc. (US). For those interested in more German: (incorporated company: Comm: Brit, US) Handelsgesellschaft f; (limited liability company: Comm) Gesellschaft f mit beschr?nkter Haftung; (Comm) private/public ~, Privatunternehmen nt/staatliches Unternehmen; If anyone can actually pronounce these words, stop by.	1
PUCT Staff Questions/Concerns	I have taken the email that Connie and Trish forwarded to us and broken it down into direct questions. Dave Odle will be preparing the hig level comparison of Version 1.3 to Version 1.4. (minor, major and new). If you have time to respond to these items (by company) by 3:00 p.m., tomorrow, I will try to consolidate and have them prepared for display and discussion. Thanks.	2
APX LENGTH FOR 10/25 & ARCO LENGTH FOR 10/24-25	I bought 8mw of SP15 from Gas recovery systems and built the purchase in CAPS with the APX. It is 8mw HE 9-17 @29 dollars. We also had Arco come back up and they need to be sold or used to cover a short, it is 26 mw in SP15 and the gen schedule is already built in CAPS for 10/24 and 10/25. They are up around the clock and need to recieve fair market price for their generation.	2
Re: FW: Newest ASAP from Littler Mendelson	Jim, this is the latest inquiry into the existence of the Employment Practices coverage. You will recall we were trying to maintain on a confidential basis. It is becoming more and more difficult to avoid talking about this insurance as the exposure is often discussed in the press. Do you have any thoughts on disclosure to NEPCO?	2
