subject	body	cluster_id
RE: Draft of Market rate filing	Sam - I need to see if we can open Word Perfect files as I am unable to open the document at the moment. Does this document also contain the latest Market Power Analysis Enron filed? Regards, Marcus	0
-	They do not have Gas daily loaded yet, I will check back periodically, if and when it becomes available I will send it.	0
monthly update	there is, in effect, no monthly update to speak of. we have heard no word whether the other parties have finalized their settlement in priniciple, but note that there have been no filings with the court. there also have been no communications from the court, either about a case conference or a rescheduled date for the motion hearing. we don't see any reason to push the court, so we'll let you know more when we know more. call or e-mail with any concerns or questions.	2
RE: ERMS and GERMS	Susan, I contacted Jeremy and Nilay. They did not think that the gas curve relationship data was contained in ERMS, but they referred to me Ganapathy Ramesh who is familiar with RiskTrack. I am waiting for him to return my call.	2
UBSW ENERGY KICK-OFF CELEBRATION	Welcome to UBS Warburg Energy, LLC All UBS Warburg Energy, LLC employees are invited to join us for breakfast and happy hour on Friday, February 8, 2002. Breakfast, 8:15 a.m., here on the 3rd floor. Happy Hour, 3:00 p.m., appetizers and drinks (2), Fernando's Hideaway, 824 SW First Avenue (upstairs) We hope you will join us! Chris and Tim	2
FW: Attention deal 1143359	Theresa, as per Stacey Richardson's email changes can not be made in the system unless legal documentation of counterparty name change is provided to contract administration. Thanks, Sean Riordan	0
RE: Enron October Invoices	Megan, I'm sorry for the delay... I've been working hurriedly on the Colorado invoicing first as I've been directed. My holdup now is the PSCo invoice from Theresa Staab (or Paul Lucci since Theresa's out 'til Wednesday) in ENRON's Denver office. As soon as I get that finished I can get Arizona done. Probably late today if I can get that PSCo invoice this morning. -Craig	1
Expense Report Receipts Not Received	Employee Name: Michael Swerzbin Report Name: Swerzbin, Mike 1/17/02 Report Date: 1/17/2002 Purpose: Trip to Houston, TX, Meeting w/ UBS Warburg Management Report ID: 2B266B6655BD4CEFA874 Submitted On: 1/17/2002 Report Total: 2112.45 You are only allowed 2 reports with receipts outstanding. Your expense reports will not be paid until you meet this requirement.	0
Waiting on your reply -Stack Users	If you're receiving this email its because we're still waiting on a response from you. Please reply to this message ASAP. See below for details. Thanks, Dan We are in the process of confirming that all traders are set up correctly and ready to trade when the system goes live. We need to make sure that your Stack Managers are accessing the correct database. In order to do this, we need to know how you access Stack Manager: 1) Through Terminal Server (the one that opens up a desktop within a desktop and it actually appears that you have two Start buttons). or 2) By opening the Stack Manager directly from your "native" desktop (stand alone computer). Please reply to this message with either a corresponding "1" or a "2" in the subject field. If you're not sure which one you have, please contact myself x39673, Teresa Mandola x39807 or Jennifer McQuade x53614 and we'll come by your desk to help you. Thank you, Dan Diamond	2
790075.1 09/25/01	Paul - This is a purchase from DP&L for 50 MWh HE 11 - 23 at a PJM W Hub index price. It is not in the hourly P&L and not routed in scheduling. I am getting word from the counterparty that it did not happen. Can you shed some light so we can settle with DP&L?	1
RE: Proforma's	Kim, I am waiting on an answer from our legal dept. They were making a minor change to the special provisions. I will send to you as soon as I get the approval from them. Beth	0
Conexant - Please update the fixed price	NYMEX is up quite a bit...can you update the fixed price?	2
Exotica add-in	Andy, Just finished meeting with Nelson from gas fundies and Martin Lim from power fundies to discuss getting the Exotica libraries migrated ASAP. The best I can get from them is "hopefully tomorrow" as far as a date for migration. They are dealing with the validation of calculation routines between the UBS libraries and the Exotica libraries since Exotica will play a role in pnl calculation. I will follow up on this again tomorrow. I told them that "hopefully tomorrow" was not the answer I was looking for so I would help out in any way. They recognize that we need these libraries loaded on our machines regardless of their validation. Also, Nelson showed me a list of the products that are scheduled for 'day 1' and power options are not on that list. There are a lot of people working with that list to prioritize support so this is just a heads up for you. Later. Rob	1
