subject	body	cluster_id
FMLA Policy	As you know, Sarah is on her honeymoon now, so I am trying to tie up all loose ends with regard to the FMLA and Sick Leave Policy. I would appreciate it if you would read the following documents and let me know if we have the "go ahead" to proceed. We are beginning to work on a very tight deadline here since we need to give the appropriate notice to all employees. After reading the FMLA policy, do you think that we need to have links that explain ADA and Workers Comp? If you have any questions, please don't hesitate to let me know.	2
Severance	Can we use credited service date for sev calc? I have a person who was hired in 1997, left in 1999 and was rehired in April 2001. The system is using a 1998 service date for severance. I calculated in on the 2001 re hire date.	1
RE: Pulp and printing & writing presentation - Facts & Figures	Monika: Thanks for your excellent analysis on the pulp market. One question I had was why Metsa-Botnia (2.5 million tons NBSK per year) was not included? Metsa-Botnia is a joint venture between M-Real (formerly Metsa Serla) and UPM-Kymmene. Have these volumes been included under UPM and M-Real? Let me know when you get a chance. thanks	0
Important Information Needed!!!!!!	We are in need of the following information: Emergency Contact Name: Emergency Contact Phone: Please update this information by going through eHRonline or email me with the information. Your cooperation is appreciated !	2
RISI Comparison	I am looking to see if anyone has done a comparison between RISI price forecasts for any commodity versus RISI actual price. Dave had mentioned that maybe someone had already done this. Please let me know,	2
Emergency Contact Information Needed!!!!!!!!!	We are in need of the following information: Emergency Contact Name: Emergency Contact Phone: Please update this information by going through eHRonline or email Gwendolyn Gray with the information. Your cooperation is appreciated !	2
Exchange Rates	Any chance we could look at the US$/Euro rates in addition to the US$/C$ rates to see whether there's a strong correllation for use in the forecasting model? Thanks.	1
FW: Consumers 2/01	Martin: I do not have any info. backup the pricing on these deal back to Feb of this year. I'm going to ask Stephanie to look into it but, if you do please let her know. Thanks, Mark	2
-	Martin - What do I need to do to get set up to trade paper with you? I assume we just need to sign an ISDA ? please call and let me know Bruce Potter 317.231.6864	2
-	Craig - I need the date and location of your drug test.. Pls e:mail me asap Thanks,Karen.	2
FW: TDSP Service Agreement	Dear Ms. Roffmann: I am with Enron Power Marketing Inc. and have been working on our effort to test as an LSE in flight 1001. I have a couple of questions regarding transmission services and hope that you can answer them or direct me to the person who can. We need to speak with someone who can assist us in getting a service agreement set up for the Reliant control area in order for us to operate as a Load Serving Entity. If someone can explain or provide information regarding the basic service package or other available packages that would be extremely helpful. Any help you can offer would be greatly appreciated.	2
EPE Cuts - 10/12	Did anyone take care of Powerex cuts on Friday? I've entered a sale to Powerex to bookout for two hours in which they cut a preschedule (deal 795777/tag 16EV) and were unable to resupply the entire 25 mw. Sale is for HE 13 - 13 mw @ $46, and HE 21 - 6 mw @ $31. Prices are EPE's incremental costs for those hours, used per Steve at El Paso. If any of you have more information about these cuts and how they should have been handled, please let me know. FYI - Cuts were not handled correctly if Real Time Position Manager is not flat when you leave.	2
PLEASE RESPOND: Training Opportunity--Tricks of the Trade (Thursday, November 8, 2001)	Hello again! You have been identified by your manager (and Amy FitzPatrick) as a target participant for the Trick of the Trade/Energy Math course. Please see below for course information and confirm your attendance by no later than Wednesday, October 31st, 2001. If you have any questions, please let me know!	2
Mid-Year 2001 Performance Feedback	DERRICK JR., JAMES V, You have been selected to participate in the Mid Year 2001 Performance Management process. Your feedback plays an important role in the process, and your participation is critical to the success of Enron's Performance Management goals. To complete a request for feedback, access PEP at http://pep.enron.com and select Complete Feedback from the Main Menu. You may begin providing feedback immediately and are requested to have all feedback forms completed by Friday, May 25, 2001. If you have any questions regarding PEP or your responsibility in the process, please contact the PEP Help Desk at: Houston: 1.713.853.4777, Option 4 or email: perfmgmt@enron.com London: 44.207.783.4040, Option 4 or email: pep.enquiries@enron.com Thank you for your participation in this important process. The following is a CUMULATIVE list of employee feedback requests with a status of "OPEN." Once you have submitted or declined an employee's request for feedback, their name will no longer appear on this list. NOTE: YOU WILL RECEIVE THIS MESSAGE EACH TIME YOU ARE SELECTED AS A REVIEWER. Employee Name: CARTER, REBECCA LABANOWSKI, SHARP, VICTORIA	1
Availability	JVD, can you let me know when you are ready to talk to me about the Joanne Gregory thing with Winston and Strawn?	2
Arbitrators for Blockbuster Arbitration	We have been given a new list of potential arbitrators. Please take a minute and let me know if any of these represent us, and the general level of representation. Thank you again for your help. If you want to leave me a voicemail, my telephone number is (713) 646-6412. 1. William Frank Carroll--Donohoe, Jameson & Carroll 2. James E. Coleman Jr.--Carrington, Coleman, Sloman & Blumenthal 3. Randall Duke--Johnson & McElroy 4. Edward Fiorito--Consultant 5. Eric F. Hale, Jr.--formerly with Carrington, Coleman; now self-employed 6. Herbert J. Hammond--Thompson & Knight 7. Orrin Harrison--V&E 8. Brian J. Hurst--Baker & McKenzie 9. C. Michael Moore--Locke Liddell 10. Robert C. Prather, Sr.--Jordan, Dunlap, Prather & Harris, L.L.P. No need to respond as to V&E or Locke Liddell, except as to information about the individuals. Steve et al., Baker & McKenzie does represent Enron on several matters of which I am aware, but to my knowledge it is not one of our top 10 firms in billings.	2
Institute for Law and Technology	Hi Jim, In response to your voice mail message, please know that you remain our first choice to chair the new Institute. As long as you are still eager and able to lead it, we want you. Please let me know if the e-memo below needs to be revised in any way. Upon your approval, I'll shoot it right out. Thanks. TO: The Executive Committee of the Institute for Law and Technology FROM: James V. Derrick, Jr., Chair RE: Our Inaugural Meeting According to our e-poll, the best date for our first meeting is Wednesday, January 23, 2002. So it shall be. Please mark your calendars and make your plans now to join us at 12:00 p.m. on the 23rd at the Tower Club on the 48th floor of Thanksgiving Tower in downtown Dallas, 1601 Elm Street. We will begin over lunch, work through the afternoon planning the organization and first activities of the Institute, and conclude with drinks and an early dinner at the Tower Club. Please confirm your plans to attend the meeting and the dinner to David Winn at dwinn@swlegal.org <mailto:dwinn@swlegal.org> . An agenda and a draft organizational plan will be sent to you in advance of the meeting. In the meantime, as ever, please feel free to call or email me anytime with your thoughts on this important new global forum. I look forward to seeing you in Dallas on the 23rd and to building this newest Institute of the Center for American and International Law.	1
September 2001 FERC California Report - Preliminary Ready for Review	Here are the preliminary reports ready for your review. I have done a thorough analysis on Items 2 and 3 and feel very confident with the data. I will be finalizing my review of contract volume data in Item 1 no later than tomorrow and will advise if any changes are necessary. TK - Please update the daily rates for contract 27495 (Astra) and verify the rates in blue. Additionally, please verify that the discounted IT rates for contract 20248 and 22136 are correct as billed (it doesn't appear that these discounts appeared in the daily transactional report postings). I need all updates/comments no later than COB Monday, 10/29/01.	0
FW: Bus Applications Meeting Follow Up	Lindy, Here is the original memo we discussed earlier. Please provide any information that you may have. Your cooperation is greatly appreciated. Thanks, lachandra.fenceroy@enron.com 713.853.3884 877.498.3401 Pager -----Original Message----- From: Bisbee, Joanne Sent: Wednesday, September 26, 2001 7:50 AM To: Fenceroy, LaChandra Subject: FW: Bus Applications Meeting Follow Up Lachandra, Please get with David Duff today and see what this is about. Who are our TW accounting business users? -----Original Message----- From: Koh, Wendy Sent: Tuesday, September 25, 2001 2:41 PM To: Bisbee, Joanne Subject: Bus Applications Meeting Follow Up Lisa brought up a TW change effective Nov 1. It involves eliminating a turnback surcharge. I have no other information, but you might check with the business folks for any system changes required. Wendy	1
FW: Operating agreements	Lindy, Could you tell me how many of the operating agreements below you have a copy of? Tiny is trying to complete his files. Thanks, Kim. -----Original Message----- From: Roensch, David Sent: Thursday, February 07, 2002 7:01 PM To: Watson, Kimberly Subject: RE: Operating agreements Kim, I wasn't waiting on you. You had provided me with a contact last year I just misplaced my note. (Feel like we are running a race with the Devil lately and he is gaining ground.. Ha! It's so busy....) The Operating Agreements I know that are no longer on file include: (This is really kind of embarassing as I know these Operating Agreements were on file when I was on the Bloomfield Team. Someone must have discarded them...) Anyhow, Amaco LaPlata Northwest Pipeline - La Plata WFS - LaPlata Red Cedar both La Plata and Ignacio WFS LaMaquina WFS Milagro - Blanco Hub TransColorado - Blanco Hub Burlington - Blanco Hub NTUA - San Juan Citizens if there have been updates in the last five years. - Flagstaff and Kingman TBS's I hope this is not to much trouble... My priority for now lies with Amaco/La Plata... No hurry on any of the others.. Thank you so much ---------------------- Forwarded by David Roensch/ET&S/Enron on 02/07/2002 05:53 PM --------------------------- From: Kimberly Watson/ENRON@enronXgate on 02/04/2002 07:55 AM CST To: David Roensch/ET&S/Enron@ENRON cc: Subject: RE: Operating agreements Tiny, Thank you so much for the reminder, sometimes I think my brain has slipped away. Do you need all of the San Juan and West of Thoreau contracts? If you know you have some of them, which ones do you have, I'll send you the rest. My apologies, Kim. -----Original Message----- From: Roensch, David Sent: Saturday, February 02, 2002 12:31 PM To: Watson, Kimberly Subject: Operating agreements Kim, last year you provided me with a name/contact in your group that could help me obtain Operating Agreements for customers/interconnects in our area which we curretnly do not have on file. Unfortunately, I procrastinated with all the happenings towards the end of the year and lost the name.. Could you please send me the name so that I can proceed with the plans of setting up a Regional master file with those agreements.. Thanks	1
Information for our Meeting	Lindy - While it is fresh on my mind -- it would be great if you could capture the following information before our meeting: - the amount of Unamoritized Accrued Earnings related to Gallup (remember - Andersen wouldn't let us take it as MTM) [Centilli should have access to this information] - the amount of the rebates you have been receiving from ECS for Gallup related to the demand charge miss [Centilli should have access to this information] - copies of all the ECS agreements (Bisti, Bloomfield, Gallup, WT1, Hubbard) - Hubbard run hours and payments ECS - last 3 years [you can ask John Sturn for this] - Projected amount of TW fuel over collection 2002 - A list of the other ETS electric compressors [John Sturn] - Total non-compressor related electric charges ETS paid in 2000 and 2001 - someone in Wasaff's group should have this / or someone in Omaha. See you then. Dave	2
FW: Tw	Can either of you help me here? -----Original Message----- From: Hayslett, Rod Sent: Sat 11/24/2001 11:33 AM To: Geaccone, Tracy Cc: Taylor, Sarah; Desai, Jayshree Subject: Tw There are files that back up the revenue projections that Steve Kleb gave me hard copies of for 2001 and 2002. Can I get electronic copies of these, they have volumes and margins and appear to back up the revenue projections. 2002 File looks like s\marketing\twfinmkt_anly\Tw\twfin\2001\misc\[plan_forecast_design.xls]\summary. 2001 file looks like s\marketing\twfinmkt_anly\tw\twfin\2001\forecast-CE\[ce 3-2001.xls]model _source_data. If the same exists for 2000 can we get it as well. I would like as soon as possible and you can email to the cc addresses as well.	0
-	Could you please let me know if there are any procedures that any UBS people are still running that should be run by the estate team? If there are, please send me a list of them so we can have someone take them over. Thanks, Stephanie	0
RE: Peoples	Do you have quantities at price or is it all calculations? Thanx, Laura -----Original Message----- From: Giron, Darron C. Sent: Monday, February 04, 2002 4:06 PM To: Luce, Laura Subject: Peoples This is the last file I sent Dierdre. It has four tabs. One summarizes the monthly cash flow into two columns (Peoples Deal and PERC Deal). The monthly values are PV'd. The PERC tab is the Lagrasta deals. The Peoples Deal is broken into two tabs (Baseload Sale and Transport). The baseload sale includes all of the price fixing deals as well as the index -$.03 deal. Transport is just that. I hope this helps. DG << File: PeoplesSummary.xls >>	1
RE: Additional deals to move to Bankruptcy Books - Phy Gas	can you tell me why EH6453.2 is not on the list? We are moving EH6453.5, in the comments it says it is an unwind of leg 2. Counterparty is Boston Gas. Thanks. PL -----Original Message----- From: Balfour-Flanagan, Cyndie Sent: Wednesday, January 30, 2002 4:31 PM To: Diamond, Russell; Giron, Darron C.; Gossett, Jeffrey C.; Hall, Bob M; Hodge, Jeffrey T.; Love, Phillip M.; Palmer, B. Scott; Richardson, Stacey; Theriot, Kim S. Subject: Additional deals to move to Bankruptcy Books - Phy Gas Attached are some additional phy gas deals that need to be moved over to the bankruptcy books. Thank you! Cyndie << File: Deal legs to Add to Tagg list (still in books).xls >>	1
New Corp Login	Question for NetCo employees: The new corp id's xfer to UBS is being considered for this Sunday. Hence, no start menu access to estate. You will still have access to NT estate drive data to copy. Does anyone have the need to retain a estate id for support estate application during the last week? Exceptions have to be authorized. Wanted to get a preliminary need analysis... This was sent by an IT manager, let me know your thoughts... O	0
EOL products	Now that we know which traders will be moving over, or we should, we need to make a second pass at the EOL product list. Can you confirm with your desk heads that the list of names we have is correct, and then update the product mappings by tomorrow afternoon? O:\erms\erms_adm\netco\controls\Trader-Book template (US Gas)_EOL new books.xls Thanks KK	0
RE: Additional Book to Move	Darron, Please confirm the following: 1. I can't find the book ENA-WT-SOCAL in Estate database (please provide the CP ID) 2. Move active Financial Deals from NG-PRICE (CP ID 11360) 3. Move active Financial Deals from NG-PR-OPT (CP ID 92649) 4. Commodity code: NG or NGGJ? 5. Please provide the cutoff date to determine active deals (e.g. instr_end_dt > ? 1-jan-2002?) 6. Use ENA CP ID 1305 as the other side counterparty? If I can have all the answers soon then I think the deals move can be completed around 3:00p.m. Thanks, Cecilia x53362 -----Original Message----- From: Giron, Darron C. Sent: Monday, January 28, 2002 8:55 AM To: Cheung, Cecilia Cc: Love, Phillip M. Subject: Additional Book to Move Cecilia, In addition to moving the deals detailed in my previous email, please move only financial deals with the same counterparties from NG-PR-OPT to ENA-WT-SOCAL. I realize it's a big list, but how long will the entire process take? If you have any questions, please let me know. Thanks. DG -----Original Message----- From: Giron, Darron C. Sent: Friday, January 25, 2002 3:56 PM To: Cheung, Cecilia Cc: Love, Phillip M. Subject: More Counterparties Attached is a long list of counterparty names to move from NG-PRICE into ENA-WT-SOCAL. Please move only financial deals only. Please let me know when this is complete. Thanks. DG << File: PositiveMTMCounterparties.xls >>	0
trader matrix	Do you guys know which books each of your people will be doing? There is a column for that in the trader matrix under the controls folder. Ramesh will be loading our information into risktrac for us once we have all of the information, book admin id is one of the fields he needs. When you have decided can you please input that into the trader matrix and I'll then forward everything to Ramesh. Thanks Kam	2
-	Darren, Here is the bottom line on the transaction. Upside: Term: 12 month fix price @ 50,000 day Estimated term value: ~$60M Split profits 50/50 Downside: Buyer credit: BB (on negative credit watch now) Let me know if you are interested in this one.	1
Confirmation of Forward Purchase	As we discussed, I never received a confirmation of the May, June and July forward gas purchase (1,000 per day at Ventura at $2.895/mmBtu). This purchase was made through Brian Frihart. I need to know if Enron plans to stand behind this purchase. Without confirmation, I will assume that the deal is no longer valid.	1
ENA Support of GRE Gas Purchase and Risk Management Decisions	Periodically, I need some help in data gathering for analysis. Is it possible for someone at Enron to occasionally provide the gas market data that I need? I would like to look at the following data for 1999 and 2000 prior to our November 13 meeting. * Daily Henry Hub Prices * Daily Ventura Prices * Monthly Index Henry Hub (Inside FERC Gas Market Report) * Monthly Index Ventura (Inside FERC Gas Market Report) Please give me a call.	0
Fixed Forward Contract Purchase - Ventura	We are looking to lock in some gas for May, June and July of 2002. Would you check with the traders on the price qoutes for 1,000 per day at Ventura. May 1,000 per day June 1,000 per day July 1,000 per day Please call me at 763-241-2490	1
RE:	Thanks John. How do I become a part of ENA? -----Original Message----- From: Griffith, John Sent: Wednesday, November 14, 2001 11:53 AM To: Khanna, Sanjeev Cc: Vu, Steven; Nguyen, Michael; Tawney, Mark; Zipper, Andy Subject: A broker just sent me this today. I am going to talk to him to get the details after trading. Thought you would like to know. Thanks. John "Here is the announcement: Reliant Energy Weather Risk Management Group has developed Weather-sensitive Gas Load Indices ("WGLI"), indices that measure national or regional residential and commercial gas consumption during the heating season. We believe the indices will provide valuable information for gas traders as well as other market participants. We plan to make a swap market in the indices in the near future. We hope the WGLI swaps will become a new financial tool to help you or your clients to better manage their risks associated with the fluctuation of gas demand."	1
RE: Employees	Here is the list: Shannon Groenewold - El Paso, Transwestern Justin Fernandez - El Paso, Transwestern Daniel Lisk - Socal John O'Connor - Socal Suzanne Christiansen - PG&E, PGT Corey Wilkes - PGT and training on PG&E Ben Schoene - PG&E and training on PGT Stacey Brewer - Northwest Pipeline, Kern, Questar, Williams Opal Walt Spiegelhauer - Northwest Pipeline, Kern, Questar, Williams Opal Shelly Mendel - CIG, WIC, Trailblazer, Public Service Co. Jackie Adams - CIG, WIC, Trailblazer, Public Service Co. -----Original Message----- From: Grigsby, Mike Sent: Wednesday, November 14, 2001 5:14 PM To: Sullivan, Patti Subject: Employees Will you please send me a complete list of all of our west schedulers and their pipe responsibilities? I want to set up a mentor program with the traders. Talk about it later. Thanks, Mike	1
FW: Storage Sample	Hi Mike, just wanted to show you what I sent Keith last week. I'm working on getting more info and also working on cut codes with Chris Hyde and Matt pena (UNIFY/IT). Thank you.	0
Media Questions	We have received the following questions from the Wall Street Journal and Bloomberg. We will not necessarily respond, but would you please provide answers and let me know your view whether or not we should respond to the following: Have you had any further contact from Fitch? (DeSpain) Has there been a change in status to the SEC inquiry? Which office is handling - Fort Worth? (Rogers) Have you been contacted by the Federal Reserve or any other agency conducting an investigation? (Rogers) Have you been in contact with or retained bankruptcy counsel? (Haedicke) Have you been contacted about a takeover - Royal Dutch, GE? Have you retained Goldman Sachs to advise you on credit rating, financing issues or to find a strategic partner? Will they receive an equity stake to help Enron get out of its current situation? (Bowen) These reporters are on deadline tonight, so let me know as soon as possible. Thank you. Karen x39757	1
Crescendo Threatened Litigation/ Colorado Counsel	As you know, we received a letter from Rocky Mountain Helium ("RMH") threatening litigation in connection with Enron's investment in Crescendo. We believe that if RMH files suit, it will be in Federal Court in Denver. Do you guys have a firm that you have used in Colorado (preferably Denver) that you would like me to call about this case? Thanks in advance.	1
RE: ISDA North American Energy and Developing Products Committee	Stacy: It occurred to me that members of the North American Energy and Developing Products Committee might be interested in participating in a discussion about one of the changes to the Ontario Market Rules that is currently being considered by the Board of Directors of the IMO (the Independent Electricity Market Operator in Ontario). The Ontario Market Rules have, to date, been designed such that generators of electricity will receive a 5 minute price (EMP or energy market price) from the IMO, and consumers of electricity receive an hourly price (the HOEP or hourly Ontario energy price). The HOEP was calculated as the weighted average of the EMP for an hour. For a variety of reasons, the IMO has now decided to change the way that the HOEP is calculated, such that it will be the straight average of the EMP's for the hour. Customers have already entered into swaps, fixing the price at which they will purchase electricity, in which they pay a fixed price and receive the HOEP in return. Therefore, if the quantum of the HOEP is now different than is was based under the formula in effect when the contract was entered into, the economics of the deal have changed. It's not clear at this time how material this change in calculation will be. Will it make a $0.05 difference to the HOEP, or a $3.00 difference to the HOEP? In other words, is it a Material Change in Formula? Let me know if you think this might be of interest to the members. Meg	2
Member Applications	The following 12 applications will go for approval at the next executive committee meeting on Thursday, November 1. Please let me know if you know Kommunalbanken AS or KommunKredit. Thank you. Mary Primary Regional 1. Hamburger Sparkasse - German bank Associate Broker 2. Tradition (North America), Inc. - broker Associate 3. LIFFE - exchange 4. Arendt & Medernach - Luxembourg law firm 5. Wistrand Advokatbyra - Swedish law firm Associate Emerging 6. Deacons - Hong Kong law firm Subscriber 7. Kommunalbanken AS - local gov't (Norway) funding agency 8. KommunKredit - provides loans to the Danish local authorities and Danish semi-municipal institutions 9. CDC IXIS Asset Management - (its parent CDC IXIS Capital Markets is a Primary member) 10. DKR Capital Inc. - Investment management firm. (Formerly known as AIG International Asset Management Inc. DKR is no longer an affiliate of AIG.) 11. Bank of England - Central bank 12. Swiss National Bank - Central bank	1
FW: ISDA - resending email...	Amita Can you please let me know whether anyone involved in EOL would be willing to speak at this ISDA conf on 4 December. J Marsh and I are both doing slots already. Mark Haedicke is on the board of ISDA (as you probably know) and is keen for Enron to oblige. Fiona - do you have any views? Paul	1
RE:	David, What is Enron's relationship with the recruiting firm Hiedrick and Struggles? The are calling around here. Jeff	1
Bankruptcies	Will Leasa Mellencamp or the bankruptcy committee now be handling EES bankruptcies or just advising on the process?	1
Re: Fw: (FROM DOUG WALTER) Applications and Affidavits	I am still hearing rumors about an involuntary by Haynes and Boone. Has anyone else heard anything? Don't they have some conflicts here? Hugh	1
EcoElecrica / Possible Mirant Offset	All: I understand that Mirant, the buyer in our EcoElectrica deal, may have some outstanding trading exposure with Enron and/or its affiliates. The issue has been raised of whether Mirant may attempt to offset amounts to which Mirant believes it is entitled against the $266 million purchase price that Mirant is obligated to pay an Enron affiliate in the EcoElectrica deal. I understand that Enron has netting agreements in place with certain counterparties which may permit such offsets. Which lawyer in the Enron trading world can help me determine what, if any, contractual arrangements are in place with Mirant that bear on this important issue? Pls let me know.	1
Board Meeting	There is a board meeting scheduled for Tuesday, December 11 at 8:00 a.m. in the Glass Room. Would you please let me know if you will not be attending. Thank you.	2
Proposed Cancellation of 14 LLC's - Expedited Response Request needed	The following limited liability companies are being considered for dissolution this week. Please let me know by 1:00 p.m. on Wednesday, December 12, 2001 if there is any reason not to dissolve these limited liability companies. If I receive no responses, we will proceed with the cancellations. Please distribute this memo to all interested parties within your group. Chiricahua I LLC (Company #1382-CHRI) Chiricahua II LLC (Company #1383-CHR2) Chiricahua III LLC (Company #1384-CHR3) Chiricahua IV LLC (Company #1385-CHR4) Chiricahua V LLC (Company #1386-CHR5) Chiricahua VI LLC (Company #1387-CHR6) Chiricahua VII LLC (Company #1388-CHR7) Chiricahua VIII LLC (Company #1389-CHR8) Chiricahua IX LLC (Company #1390-CHR9) Chiricahua X LLC (Company #1391-CHR10) Chiricahua XI LLC (Company #1392-CHR11) Chiricahua XII LLC (Company #1393-CHR12) Chiricahua XIII LLC (Company #1394-CHR13) Chiricahua XIV LLC (Company #1395-CHR14)	1
Dale Rasmussen - NETCO	Mark, Dale - NETCO or Estate? Traders and marketers here like him.	0
Bankruptcy Document	All, Jim requested I get everyone a copy of the bankruptcy document he referred to in Tuesday's meeting. Can you please confirm your current location so that I can send you a copy or if you prefer to have a copy picked up, my location is EB4522.	0
Gil Melman's Assistance in the Asset Disposition World	Rex: Would you take exception to my pulling Gil into some of our M&A activities? A number of them (for example, NEPCO) fall within the Dick Lydecker world and I would think this makes sense as we organize our efforts to sell investments/assets/businesses.. Please advise.	1
MANAGEMENT COMMITTEE - OFFICER ELECTIONS	IF THERE ARE ANY MANAGEMENT RECOMMENDATIONS FOR NEW OFFICERS OF ENRON CORP. OR ITS DIVISIONS PLEASE ADVISE BEFORE WEDNESDAY, DECEMBER 19TH IN PREPARATION FOR THE BOARD OF DIRECTORS MEETING. THANK YOU.	1
FW: ECTRIC Capacity	Any insights on how to get a letter? This client wants to novate a series of SEK denominated pulp trades which would generate around $10 mm in revenue for ECTRIC.	1
