subject	body	cluster_id
OAS General Assembly Approves Follow Up Mechanism	Dear TI-USA Corporate Supporters: We are delighted to report that yesterday the OAS General Assembly approved a resolution calling for the creation of a follow-up mechanism for the Inter-American Convention Against Corruption. As you know, TI has been working toward this goal for over two years. The agreement provides for a Committee of Experts to select the provisions of the Convention and countries to be reviewed and for the possibility of consultations with civil society. TI has called for additional steps including: -Clear instructions to enable civil society participation in the follow-up monitoring and guarantee a transparent and participatory process, with the publication of questionnaires and responses, and consultations with civil society organizations, professional organizations, academia and the private sector; -Funding to underpin civil society input; -In-country visits by experts to provide the best possible objective and independent technical expertise to act on any shortfalls in the implementation and enforcement of the Convention; -Meetings of experts by the Fall of 2001, and evaluations before the end of this year; -An annual progress report.	1
Third Quarter Earnings Results	Today, we announced our third quarter earnings results, which were right on target with analysts estimates for recurring earnings per diluted share of $0.43. This marks a 26 percent increase over the third quarter of last year, which is due to the strong performance of our core wholesale and retail energy businesses and our natural gas pipelines. In addition, we also announced that we are on track for our earnings target of $0.45 for the fourth quarter ($1.80 for 2001) and $2.15 for 2002. We made a commitment to you that we would provide you with timely information about Enron's business strategy and performance, so this email is intended to provide an explanation about our earnings this quarter. Over the past few months, we have met with analysts to discuss Enron's performance. We received considerable feedback from investors and analysts that we needed to expand our financial reporting to include details for more of our business units. In response to that feedback, we have provided results separately for several of our business units. For example, while we have provided volume figures for North America and Europe, this is the first quarter we have provided financials separately for Enron Americas and for Europe and Other Commodities. In addition, information about our global assets had previously been included in our numbers for Wholesale Services. This quarter they are reported separately. Finally, even though our broadband business is now part of Enron Wholesale Services, we are continuing to report that business separately. Following are the highlights of our businesses: Wholesale Services: Total income before interest, minority interests and taxes (IBIT) increased 28% to $754 million in the third quarter. Total wholesale physical volumes increased 65% to 88.2 trillion British thermal units equivalent per day (Tbtue/d). Americas: IBIT increased 31% to $701 million. Natural gas volumes increased 6% to 26.7 Tbtu/d, and power volumes increased 77% to 290 million megawatt hours (MWh). Europe and Other Commodity Markets: IBIT remained unchanged at $53 million as compared to last year. While physical gas and power volumes increased, low volatility in these markets caused profitability to remain flat. Retail Services: Enron Energy Services reported IBIT of $71 million, compared to $27 million a year ago. So far this year, EES has completed more than 50 transactions with large customers and more than 95,000 deals with small business customers. Transportation and Distribution: Natural Gas Pipelines: IBIT increased slightly to $85 million in the third quarter. Portland General: We reported an IBIT loss of $(17) million this quarter compared to IBIT of $74 million a year ago. This loss is due to power contracts PGE entered into at prices that were significantly higher than actual settled prices during the third quarter. Last week, we announced an agreement to sell PGE to Northwest Natural. This transaction is expected to close next year. Global Assets: This segment includes Elektro, Dabhol, TGS, Azurix and Enron Wind. Third quarter IBIT remained unchanged at $19 million compared to last year. Broadband Services: IBIT losses were $(80) million in the current quarter compared to a $(20) million loss last year. This quarter's results include significantly lower investment-related income and lower operating costs. Corporate and other: This segment includes the unallocated expenses associated with general corporate functions. This segment reported an IBIT loss of $(59) million compared to $(106) million a year ago. In addition, this quarter we announced one-time charges of $1.01 billion. Over the past few quarters, we have conducted a thorough review of our businesses and have decided to take certain charges to clear away issues that have clouded the performance and earnings potential of our core businesses. These charges include: ? A $287 million write-down of Azurix Corp. ? $183 million associated with the restructuring of Broadband Services. This includes severance costs, a loss on the sale of inventory like servers and routers, and a write-down of the value of our content services contracts due to the bankruptcy of a number of customers. ? $544 million related to losses from certain investments, primarily Enron's interest in The New Power Company, broadband and technology investments and early termination of a structured finance arrangement. With our announcements this quarter we accomplished three things: 1) we showed continued strong earnings and earnings growth in our core businesses, 2) we cleared away those things that were clouding this superb performance in our core businesses, and 3) We expanded our reporting of financial results to increase transparency for our investors. To read the full earnings press release, go to www.enron.com/corp/pressroom/releases.	1
Formation of Enron Management Committee	I am pleased to announce the formation of the Enron Management Committee. The Management Committee comprises our business unit and function leadership and will focus on the key management, strategy, and policy issues facing Enron. The Management Committee will supplant the former Policy Committee and will include the following individuals: Ken Lay - Chairman and CEO, Enron Corp. Ray Bowen - COO, Enron Industrial Markets Michael Brown - COO, Enron Europe Rick Buy - Exec VP & Chief Risk Officer, Enron Corp. Rick Causey - Exec VP & Chief Accounting Officer, Enron Corp. Dave Delainey - Chairman and CEO, Enron Energy Services Jim Derrick - Exec VP & General Counsel, Enron Corp. Janet Dietrich - President, Enron Energy Services Jim Fallon - President & CEO, Enron Broadband Services Andy Fastow - Exec VP & CFO, Enron Corp. Mark Frevert - Chairman & CEO, Enron Wholesale Services Ben Glisan - Managing Director & Treasurer, Enron Corp. Mark Haedicke - Managing Director & General Counsel, Enron Wholesale Services Kevin Hannon - CEO, Enron Global Assets & Services Stan Horton - Chairman & CEO, Enron Transportation Services Jim Hughes - President & COO, Enron Global Assets & Services Steve Kean - Exec. VP & Chief of Staff, Enron Corp. Louise Kitchen - COO, Enron Americas Mark Koenig - Exec VP, Investor Relations, Enron Corp. John Lavorato - President & CEO, Enron Americas Mike McConnell - President & CEO, Enron Global Markets Jeff McMahon - President & CEO, Enron Industrial Markets Jeff Shankman - COO, Enron Global Markets John Sherriff - President & CEO, Enron Europe Greg Whalley - President & COO, Enron Wholesale Services After we convene the Management Committee later this week, I will make a further announcement regarding the Executive Committee.	2
RE: I have moved, but my Phone has not .....	Excellent. Kai will work hard to get you the right deal. That is the advantage of using him instead of a bank. He has multiple lenders available to chose from. Have a good day.	0
RE: Western Frontier update	I spoke with Dale Sanders at Williams today. They seem very positive about the project at this point and have obviously spent a lot of money on right -of-way, regulatory filings, enviornmental and engineering work. I had previously put this project at a very low probablility, especially with the 900 MM/d Kern expansion in 2003. I did not think that they would be able to get Williams Marketing to take a substantial part of this capacity. However, they are making the production company bear the costs of the capacity. Obviously that is the key to Williams being able to have a shot at making this project a reality. Williams is in negotiaitions to fill the other 175,000 mmbtu/d. I have to put that probability at still fairly low, but stranger things have happened, especially if Williams decides to go at risk for some portion of the 540 MM/d. Probably the entire project is still less than 50% but it is obviously something to monitor very closely. If the project gets built it will substantially effect the basis market for CIG and Northwest. Especially on the heels of the Kern River expansion. In addition, the Cheyenne market will definitely strengthen in the back years. Call if you want to discuss or have other ideas about how to monitor these developments.	0
Haina Note	To All: Today we funded the sale of the Haina Note. Enron Caribe Ltd. received approximately $14.5 million. Brian Zatarain, Coralina Rivera, and Darleene McKeever were instrumental in getting the transaction documented, approved, and funded in a very short timeframe.	1
FW: Red Rock Weekly Reports	Steve, Please note that the in-service for Red Rock Sta. 1 and 2 are expected June 1. Sta. 3 is expected June 15. This is very good news for us. Kim.	0
New position - Happy New Year	Hey Steve - I just wanted to touch base with you prior to the new year. I have accepted a position for the next year in Lake Jackson beginning on January 2nd. Hopefully a year is all it will take to get a teaching certificate. I look forward to seeing how the energy job market looks after this time. At least with this position I have a good couple of months off during the summer. Any way, I hope you had a nice Christmas and have a safe new year as well. I'll talk with you later. Christine	1
this will work!	my political career has just begun! get to link and scroll to City of Austin Commission for Women http://malford.ci.austin.tx.us/boards/search.cfm then enter get details and look through the page for my name	1
Organization Announcement	We are pleased to announce that Sally Beck has been named Chief Operating Officer for Enron Net Works. She will join Greg Piper, President and Chief Executive Officer and Mark Pickering, Chief Technology Officer in the Enron Net Works Office of the Chair. In her current role as Managing Director for Enron Net Works, Sally heads up Enron's Global Risk Management Operations. Ms. Beck brings more than 20 years professional experience to Enron, joining the Company in 1992. She graduated from the University of Texas at Austin with a B.B.A. in Marketing and an MBA with a concentration in Finance. Please join us in congratulating Sally on her new role.	2
Services Presentation for Louise Kitchen	Attached is the final presentation on the services business that we presented to Louise today. It went very well and it looks like it is full steam ahead. Thanks to all that helped with the presentation, particularly Utku. Tom.	1
FW: New E-Tag Feature: Potential Adjust List	I am pleased to announce that a new feature is being added to the E-Tag system: the Potential Adjust List (PAL). As you may or may not know, there is currently an "Adjust List" that is issued when TLRs are called. An "Adjust List" is a recommendation from the IDC that describes what transactions should be cut and by how much to achieve needed relief to eliminate a constraint. This Adjust List sent out to Generation and Load Control Areas and Tag Authors for all transactions that are being recommended for curtailment. It is intended to aid in coordination Control Area schedules during curtailment, as well as alert the marketplace of recommendations for their transactions to be curtailed. Under the current process, the Adjust List notice is sent out when the initiating Security Coordinator and all impacted Security Coordinators have agreed to recommend specific curtailments. As such, this recommendation can occur very late, leaving very little time for the market to react (i.e., resource and/or resink their power). The Potential Adjust List feature adds a second, earlier Adjust List that is sent out when the initiating SC requests relief, but prior to the confirmation of all the impacting SCs. This should allow this recommendation to be delivered several minutes sooner than it is today, giving more time for the market to begin searching for alternate economic sources and sinks. When all impacted SCs confirm, the standard Adjust List recommendation is sent out as it is today. It should be recognized that both the Potential Adjust List and the standard Adjust List do not represent actual curtailments - in both cases, they are only recommendations for curtailment. Control Areas may elect to curtail different transactions or amounts than reflected in either Adjust List due to local relief procedures or other business practices. However, both lists should aid in mitigating risk associated with physical transactions and curtailments. Further, empirical evidence seems to indicate that in the majority of cases, the Potential Adjust List, standard Adjust List, and final curtailments will be very close. This change is based a proposal I wrote with the help and support of Jim Eckelkamp (Carolina Power and Light), Mark Scheel (Dynegy), and Patt Terris (Exelon Power Team). If you talk to any of them during the course of daily business, please thank them for their support of this effort. With their assistance in developing the concept, ironing out the technical details, and cultivating NERC support in the various forums, we were able to implement this change very quickly. I expect this change to take place sometime between June 15 and June 28. Attached, please find a message from NERC that describes the feature and how it works. If you would like more detail, please let me know. I currently Chair the group that is responsible for improving E-Tag, and as such, am intimately familiar with tagging and its functions. In the next few weeks, I will be working with Don Baughman and Juan Hernandez to ensure we utilize this feature (and others) to maximize the value of our E-Tagging tools. As indicated above, please feel free to contact me with any questions.	1
EGM Organization Update & Announcement	The first quarter of 2001 was a record quarter for the performance of the businesses under the Enron Global Markets group. We posted a gross margin number of $100 million for the first quarter. This represents a 38% increase in gross margin after a very successful Q1 of 2000. When combined with outstanding results posted in December of 2000, EGM has contributed over $187 million to the Wholesale group in the last 4 months. This was due to tremendous contributions from each business group. In order to keep the momentum going and to facilitate more growth, the following changes and additions have been made within the organization. Crude and Products group Mid-marketing Bill Berkeland has joined the group and is responsible for creating a focused mid-marketing function specifically within this group. Fred Lagrasta is responsible for mid-marketing for Enron Americas and still maintains some responsibility for various contacts and deal flow as well. The purpose of this group is to be very focused in the development of crude and product specific products and services. This group reports to Randy Maffett. Origination In order to manage the increased origination opportunities around the world, the Origination group has been changed in order to insure that the proper focus is placed on these opportunities and to manage its wide scope. Doug Friedman will lead our NGL and Petchem origination efforts reporting to John Nowlan. Joining Doug will be Rick Cantrell recently hired from Union Carbide. The global crude and products origination group has added Randy O'Conner from Red Meteor, who has extensive experience in these markets. Both Randy and Doug Leach's growing fuels origination group will report to Randy Maffett. Trading Lee Jackson will assume the role of U.S. NGL's lead financial trader, supported by Chad South. The petchem and plastic trading businesses have been reorganized under Stuart Bland. Alan Engberg will be responsible for plastics trading in the Americas. Shipping Scott Moncrieff will assume responsibility of our global shipping network related to crude and products. Scott will be charged with expanding all aspects of the shipping portfolio taking advantage of our growing presence in these markets and the successes we have had marketing shipping on line. Weather The weather group under Mark Tawney's direction is expanding its efforts around the world. Europe will have an expanded focus and the London office will focus on new opportunities in Europe. Paul Murray has joined Enron from Castlebridge Partners and will be moving to London to develop and expand the continental opportunities. Ross McIntyre, currently based in London, will report to Paul. Bill Windle has joined the weather group and has responsibility for origination activities for North America. Bill's most recent assignment has been in the EBS organization. The Oslo weather office managed by Thor Lien will have responsibility for Scandinavia weather activities. In addition, employees are being added in the Australia and Japan regions. We are now making markets in 32 cities around the world on EnronOnline. Coal Mark Schroeder has joined the coal group and is responsible for origination activities with generators in the U.S. Mark's most recent assignment was as the head of all regulatory activities for Enron Europe, Japan and Australia. Enron Japan The momentum of power deregulation process has slowed in Japan. The decision has been made to scale back the wholesale power activities. Joe Hirl, President and CEO of Enron Japan, will now report into the EGM organization. Joe will maintain his direct responsibility of the office and will be increasing his focus on the business lines within EGM. All of these products have high growth potential in both the near and long-term and he will coordinate and help implement with all the business lines and their activities. LNG LNG continues to expand with the vision to increase the number of transactions and create a portfolio of assets and contractual access around the world. Jonathan Whitehead has joined the LNG group and has responsibility for all trading and shipping activities. Neal Gerstandt, previously an independent energy consultant, Jared Kaiser, from Enron Americas - East Gas Desk, and Kurt Lindahl, from Enron Global Assets, have also joined the LNG group with responsibilities in the area of origination in the Western Region. Enron Freight Markets EFM has concluded over 2,000 transactions in its first two months. Chris Kravas continues to focus on building the spot trading and mid-market capabilities that will enable it to be the dominant player in its market, and has hired four new traders in the last two weeks. Kellie Metcalf, from EBS, has joined Shawn Cumberland's origination effort, and Deirdre McCaffrey, from Gas Structuring and Mid-Market, has joined Matt Arnold's forward trading group focusing on diesel products. Global Risk Markets David Hoog joined Enron from Ace Insurance in December 2000 and has quickly built a team of people specialized in trading unit contingent power price call options, a hybrid insurance derivative product. Drawing on Ace and Enron resources, this team is based in New York and includes Alex Tartakovski and Larry Marcus from Ace, as well as Joana Bekerman and Tony Chang who recently moved to New York from Houston. Their first transaction closed just 3 months after startup. Brad Blesie will be moving to London in June to establish a base of operation for GRM and expand our insurance derivative activities into the European market place. Among the opportunities he is currently exploring are contingent call options applied to shipping and charter rates, trading insolvent insurance claims, and combining North Sea oil and gas VPP risk with decommissioning insurance. In April this year, EGM established a hedge fund origination effort in New York reporting to Per Sekse and led by Russell Dyk who recently moved to New York from LNG in Houston. Russell is responsible for expanding our commodity trading relationship with hedge funds to include crude oil, products, liquids and other commodities traded by EGM. Joining Russell in this effort is Stephen Plauche, who comes to us from Enron Americas' power trading desk. Financial Trading Elsa Piekielniak has assumed responsibility for Enron's developing agriculture business. Billy Lemmons has changed groups and now runs the Analyst and Associate program for Enron Corp. Please congratulate everyone on their new assignment and we look forward to the continued growth in all the EGM businesses.	2
Asset Marketing	We are pleased to announce the creation of a new group - Asset Marketing - within Enron Americas. The Asset Marketing group will have responsibility for the asset divestment function within Enron Americas and work with Generation Investments on selected portfolio acquisitions as well as managing power origination funding requirements with Treasury. Don Miller will head the Asset Marketing group and will report directly to the Office of the Chair, Enron Americas. Joining Don's group will be Stuart Zisman. Stuart was formerly in ENA Legal, having most recently worked on the sale of ENA's peaker plants with Don. Please join us in congratulating Don and Stuart in their new roles.	2
P&L 10/24/01	Good news! Hub 76,295 Transport 100,182	0
FW: Hello from UT	Hola, If all recipients would please be soooo kind as to respond back with a home mailing address....except for suebob and jojo..got your's already. Well, we I made it safely to UT. We made the drive in about 2 days getting to Provo the 2nd evening and Park City the following morning. Now I am reminded why they always say that it is much safer to fly than to drive cross country. The first day we NARROWLY avoided running out of gas in NOWHERE texas...and I also got a speeding warning from a state trooper. The 2nd day of driving across UT on a two-land highway from Moab to Provo was harsh...it was snowing..i had a deathgrip on the steering wheel while oncoming cars blinded me with their headlights and john slept. Those are just the bad parts but it was well worth the time hanging with John and seeing the country. I've met my 3 roomates, Jimmy, James & Thomas... and they seem normal and to John's delight none of them will be gracing a "Gorgeous Hunks of Park City Utah" calendar anytime soon. It has been snowing almost non-stop since I've been here...and it seems that everyone is off to ski or board here in town. I'm trying my best to hold off until the end of the week when all of my skiing and boarding activities will be free. I am scheduled to start this thurs at the bakery. I'm considering picking up another part time job just to keep things interesting, but I'm going to see how things go with a 40hr schedule first. I hope everyone is doing well. I just wanted to say hello and most importantly get everyones home address. So take care all and I'll be in touch. Sno-mo	0
